,brawlername,event.mode,event.map,d,n,y,total_games,winrate,total_games_map,userate,percentile_quadrant
1804,MORTIS,knockout,X Marks the Spot,3,858,733,1594,0.4598494353826851,43602,0.0365579560570616,Q2
1805,MR. P,bounty,Canal Grande,0,135,166,301,0.5514950166112956,20526,0.01466432816915132,Q1
1806,MR. P,bounty,Dry Season,0,232,252,484,0.5206611570247934,29460,0.01642905634758995,Q1
1807,MR. P,bounty,Excel,0,132,171,303,0.5643564356435643,17316,0.017498267498267498,Q1
1808,MR. P,bounty,Hideout,0,40,36,76,0.47368421052631576,11538,0.006586930143872421,Q3
1809,MR. P,bounty,Layer Cake,0,148,128,276,0.463768115942029,19848,0.013905683192261185,Q2
1810,MR. P,bounty,Shooting Star,0,92,126,218,0.5779816513761468,21186,0.010289814028131785,Q1
1811,MR. P,bounty,Temple Ruins,0,29,40,69,0.5797101449275363,7824,0.008819018404907975,Q1
1812,MR. P,brawlBall,Backyard Bowl,4,180,263,447,0.5883668903803132,133578,0.0033463594304451332,Q4
1813,MR. P,brawlBall,Beach Ball,3,102,129,234,0.5512820512820513,88080,0.0026566757493188013,Q4
1814,MR. P,brawlBall,Center Stage,6,134,151,291,0.5189003436426117,170286,0.0017088897501849828,Q4
