,playertag,battle_time,event.id,event.map,battle.mode,battle.type,battle.result,battle.duration,battle.star_player.tag,battle.star_player.name,battle.star_player.brawler.id,battle.star_player.brawler.name,battle.star_player.brawler.power,battle.star_player.brawler.trophies,event.mode,battle.trophy_change,battle.team1.player1.tag,battle.team1.player1.name,battle.team1.player1.brawler.id,battle.team1.player1.brawler.name,battle.team1.player1.brawler.power,battle.team1.player1.brawler.trophies,battle.team1.player2.tag,battle.team1.player2.name,battle.team1.player2.brawler.id,battle.team1.player2.brawler.name,battle.team1.player2.brawler.power,battle.team1.player2.brawler.trophies,battle.team1.player3.tag,battle.team1.player3.name,battle.team1.player3.brawler.id,battle.team1.player3.brawler.name,battle.team1.player3.brawler.power,battle.team1.player3.brawler.trophies,battle.team2.player1.tag,battle.team2.player1.name,battle.team2.player1.brawler.id,battle.team2.player1.brawler.name,battle.team2.player1.brawler.power,battle.team2.player1.brawler.trophies,battle.team2.player2.tag,battle.team2.player2.name,battle.team2.player2.brawler.id,battle.team2.player2.brawler.name,battle.team2.player2.brawler.power,battle.team2.player2.brawler.trophies,battle.team2.player3.tag,battle.team2.player3.name,battle.team2.player3.brawler.id,battle.team2.player3.brawler.name,battle.team2.player3.brawler.power,battle.team2.player3.brawler.trophies
798,#9Q9C9JU0,20221231T115142.000Z,15000051,Super Beach,brawlBall,ranked,victory,36.0,#88RR9R0PL,TIM|IANNO🎭,16000032.0,MAX,10.0,981.0,brawlBall,5.0,#2YR2GVYV8,Alp♛,16000038.0,SURGE,11.0,1059.0,#9Q9C9JU0,Lavastoviglie™️,16000009.0,DYNAMIKE,11.0,1018.0,#88RR9R0PL,TIM|IANNO🎭,16000032.0,MAX,10.0,981.0,#PJJURPQP0,Zeton🐍❤️🐁,16000049.0,BUZZ,10.0,837.0,#JPGJQ00,Snake🥶🖤,16000009.0,DYNAMIKE,10.0,849.0,#Q28VU8J0,<<7Er fbst>>,16000029.0,BEA,10.0,891.0
799,#9Q9C9JU0,20221231T115010.000Z,15000051,Super Beach,brawlBall,ranked,victory,113.0,#88RR9R0PL,TIM|IANNO🎭,16000032.0,MAX,10.0,975.0,brawlBall,5.0,#9Q9C9JU0,Lavastoviglie™️,16000009.0,DYNAMIKE,11.0,1013.0,#2YR2GVYV8,Alp♛,16000038.0,SURGE,11.0,1054.0,#88RR9R0PL,TIM|IANNO🎭,16000032.0,MAX,10.0,975.0,#29LVGYPGG,DaniEzz🖤,16000029.0,BEA,11.0,918.0,#QRU0L0U,🐬ѕσкяαм,16000060.0,SAM,11.0,956.0,#2VPL29LG0,Tryhard🍥,16000009.0,DYNAMIKE,11.0,949.0
800,#Y8YP0QLCQ,20230101T193020.000Z,15000024,Backyard Bowl,brawlBall,ranked,victory,49.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,574.0,brawlBall,8.0,#9C29UCUJ,won667,16000017.0,TARA,10.0,563.0,#2VULCPVVR,Mortis,16000019.0,PENNY,9.0,568.0,#2UCV08YCG,FF•NagI❤️IGets,16000031.0,MR. P,9.0,536.0,#8Q8URCLG8,♨️Qwert64⛩️,16000046.0,BELLE,9.0,570.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,458.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,574.0
801,#Y8YP0QLCQ,20230101T192801.000Z,15000024,Backyard Bowl,brawlBall,ranked,victory,174.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,566.0,brawlBall,8.0,#8QU99Y080,Джин,16000001.0,COLT,9.0,530.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,450.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,566.0,#99J2LL2UV,VERSYS555,16000032.0,MAX,9.0,531.0,#2PJUQJ998,ЛЕГЕНДА,16000005.0,SPIKE,10.0,506.0,#RGJQQ2JY,Flipp 🌿,16000006.0,BARLEY,9.0,500.0
802,#Y8YP0QLCQ,20230101T192419.000Z,15000024,Backyard Bowl,brawlBall,ranked,victory,69.0,#PRJJUPQPV,Brawler,16000003.0,BROCK,9.0,532.0,brawlBall,8.0,#PRJJUPQPV,Brawler,16000003.0,BROCK,9.0,532.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,442.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,558.0,#99J0V89GU,Element_takoi0,16000057.0,JANET,8.0,538.0,#8QG2YJ,tenth-clapper1,16000001.0,COLT,9.0,500.0,#Y0CJU9QPY,ты приёмный,16000061.0,GUS,9.0,414.0
803,#Y8YP0QLCQ,20230101T191624.000Z,15000024,Backyard Bowl,brawlBall,ranked,victory,150.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,550.0,brawlBall,8.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,434.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,550.0,#8QQPGV990,BIG|DAAN🐍❤️🐁,16000046.0,BELLE,9.0,549.0,#Y00G990UQ,ceo of z830😎,16000003.0,BROCK,10.0,542.0,#PRG8CYYCC,Damian.Pro,16000063.0,CHESTER,9.0,535.0,#2PPYQ0UG,[KPC]_Wemisagas,16000049.0,BUZZ,9.0,524.0
804,#Y8YP0QLCQ,20230101T191328.000Z,15000024,Backyard Bowl,brawlBall,ranked,victory,44.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,426.0,brawlBall,8.0,#QQL2C0C9,CrisCrow,16000011.0,MORTIS,9.0,544.0,#292ULUQQJ,oDaiCuRider,16000013.0,POCO,9.0,509.0,#V9QVRVQ8,Piqueres,16000052.0,MEG,9.0,543.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,426.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,542.0,#8V8L800UP,Killerhai 🦈😈,16000024.0,ROSA,9.0,549.0
805,#Y8YP0QLCQ,20230101T191200.000Z,15000024,Backyard Bowl,brawlBall,ranked,victory,51.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,418.0,brawlBall,8.0,#Q08J2PUCL,путь шелли,16000011.0,MORTIS,10.0,528.0,#LLCUCG2JJ,YaVertela,16000032.0,MAX,10.0,418.0,#Y8YP0QLCQ,camelot💞cat,16000063.0,CHESTER,11.0,534.0,#LRU8VR2,[DN]Sekiro,16000012.0,CROW,9.0,523.0,#2QJ0P2YPL,Читер777,16000044.0,RUFFS,9.0,502.0,#PPUVY0U8G,QLS|EZH🦔🍁,16000031.0,MR. P,11.0,525.0
806,#Y8YP0QLCQ,20230101T093132.000Z,15000054,Canal Grande,bounty,ranked,defeat,120.0,#2LPGVUPR9,OG|Mâūriciø,16000021.0,GENE,11.0,1210.0,bounty,-12.0,#98VPCJQ0C,sr america,16000048.0,GROM,11.0,906.0,#2LPGVUPR9,OG|Mâūriciø,16000021.0,GENE,11.0,1210.0,#2PUY2QRCV,ÐK,16000062.0,BUSTER,11.0,1003.0,#80C2CUCU8,PitchD|AxsTro?,16000057.0,JANET,11.0,1213.0,#Y8YP0QLCQ,camelot💞cat,16000062.0,BUSTER,10.0,1222.0,#2QUQQUCL,AL | Bīlūx 🌺,16000063.0,CHESTER,11.0,1020.0
807,#Y8YP0QLCQ,20230101T092842.000Z,15000054,Canal Grande,bounty,ranked,victory,120.0,#Y8YP0QLCQ,camelot💞cat,16000062.0,BUSTER,10.0,1219.0,bounty,3.0,#9QQ89URLP,alataque357 xdd,16000026.0,BIBI,11.0,808.0,#9Q2JY2GLQ,[LOL]✴ХАСАГИ✴,16000048.0,GROM,10.0,833.0,#2LR2R2GGJ,🎀😉Ɉᵾīꝑēɍ🇺🇦✨,16000056.0,EVE,9.0,902.0,#80C2CUCU8,PitchD|AxsTro?,16000057.0,JANET,11.0,1210.0,#Y8YP0QLCQ,camelot💞cat,16000062.0,BUSTER,10.0,1219.0,#2QUQQUCL,AL | Bīlūx 🌺,16000063.0,CHESTER,11.0,1015.0
