,brawlername,event.mode,event.map,d,n,y,total_games,winrate,total_games_map,userate
0,TICK,knockout,X Marks the Spot,1,856,612,1469,0.41660993873383256,36294,0.04047500964346724
1,TICK,knockout,Riverside,0,26,14,40,0.35,2958,0.013522650439486139
2,TICK,knockout,Out in the Open,1,887,709,1597,0.44395742016280526,48006,0.03326667499895846
3,TICK,knockout,New Perspective,0,30,4,34,0.11764705882352941,1734,0.0196078431372549
4,TICK,knockout,Goldarm Gulch,0,96,76,172,0.4418604651162791,6324,0.02719797596457938
5,TICK,knockout,Flaring Phoenix,0,50,22,72,0.3055555555555556,2112,0.03409090909090909
6,TICK,knockout,Belle`s Rock,0,87,69,156,0.4423076923076923,2550,0.0611764705882353
7,TICK,knockout,Belle's Rock,0,181,128,309,0.41423948220064727,4614,0.06697009102730819
8,TICK,hotZone,Split,1,1168,490,1659,0.29535864978902954,28626,0.057954307273108366
9,TICK,hotZone,Ring of Fire,4,664,220,888,0.24774774774774774,21942,0.0404703308722997
10,TICK,hotZone,Quarter Pounder,0,234,9,243,0.037037037037037035,8454,0.028743789921930447
11,TICK,hotZone,Parallel Plays,0,98,24,122,0.19672131147540983,4506,0.027075011096316024
12,TICK,hotZone,Open Zone,0,29,1,30,0.03333333333333333,2070,0.014492753623188406
13,TICK,hotZone,Dueling Beetles,0,98,26,124,0.20967741935483872,3936,0.031504065040650404
14,TICK,hotZone,Controller Chaos,0,113,22,135,0.16296296296296298,6138,0.021994134897360705
15,TICK,heist,Tornado Ring,0,23,9,32,0.28125,27540,0.0011619462599854757
16,TICK,heist,Snaked Assault,0,1,0,1,0.0,3450,0.0002898550724637681
17,TICK,heist,Safe Zone,0,4,0,4,0.0,1272,0.0031446540880503146
18,TICK,heist,Pit Stop,0,2,2,4,0.5,10698,0.0003739016638624042
19,TICK,heist,Kaboom Canyon,0,28,5,33,0.15151515151515152,11694,0.0028219599794766545
20,TICK,heist,Hot Potato,0,1,0,1,0.0,1032,0.0009689922480620155
21,TICK,heist,Bridge Too Far,0,8,2,10,0.2,7194,0.0013900472616068947
22,TICK,gemGrab,Undermine,0,211,93,304,0.3059210526315789,21894,0.01388508267105143
23,TICK,gemGrab,Minecart Madness,0,236,72,308,0.23376623376623376,7014,0.043912175648702596
24,TICK,gemGrab,Hard Rock Mine,0,250,102,352,0.2897727272727273,29532,0.011919274007855885
25,TICK,gemGrab,Gem Fort,0,49,32,81,0.3950617283950617,8322,0.00973323720259553
26,TICK,gemGrab,Double Swoosh,0,30,9,39,0.23076923076923078,7620,0.005118110236220472
27,TICK,gemGrab,Deep Diner,0,584,320,904,0.35398230088495575,28542,0.03167262280148553
28,TICK,gemGrab,Crystal Arcade,0,49,10,59,0.1694915254237288,6996,0.008433390508862207
29,TICK,brawlBall,Super Beach,20,756,453,1229,0.36859235150528885,116040,0.010591175456739056
30,TICK,brawlBall,Sunny Soccer,7,255,168,430,0.39069767441860465,28529,0.015072382487994673
31,TICK,brawlBall,Sneaky Fields,12,429,255,696,0.36637931034482757,88416,0.007871878393051032
32,TICK,brawlBall,Pinhole Punt,12,487,327,826,0.39588377723970947,83670,0.009872116648739094
33,TICK,brawlBall,Center Stage,2,78,54,134,0.40298507462686567,19224,0.006970453599667083
34,TICK,brawlBall,Beach Ball,2,94,46,142,0.323943661971831,16080,0.008830845771144279
35,TICK,brawlBall,Backyard Bowl,1,70,22,93,0.23655913978494625,17916,0.005190890823844608
36,TICK,bounty,Temple Ruins,0,10,5,15,0.3333333333333333,318,0.04716981132075472
37,TICK,bounty,Shooting Star,0,865,713,1578,0.45183776932826364,19854,0.0794802055001511
38,TICK,bounty,Layer Cake,0,121,48,169,0.28402366863905326,2046,0.0826001955034213
39,TICK,bounty,Hideout,0,271,212,483,0.4389233954451346,6774,0.07130203720106289
40,TICK,bounty,Excel,0,54,15,69,0.21739130434782608,624,0.11057692307692307
41,TICK,bounty,Dry Season,0,1288,1093,2381,0.4590508189836203,27690,0.0859877211989888
42,TICK,bounty,Canal Grande,0,86,27,113,0.23893805309734514,2118,0.05335221907459868
43,TARA,knockout,X Marks the Spot,0,71,41,112,0.36607142857142855,36294,0.0030859095167245273
44,TARA,knockout,Out in the Open,1,260,260,521,0.4990403071017274,48006,0.01085281006540849
45,TARA,knockout,New Perspective,0,32,30,62,0.4838709677419355,1734,0.03575547866205306
46,TARA,knockout,Goldarm Gulch,0,40,13,53,0.24528301886792453,6324,0.008380771663504111
47,TARA,knockout,Flaring Phoenix,0,46,64,110,0.5818181818181818,2112,0.052083333333333336
48,TARA,knockout,Belle`s Rock,0,4,0,4,0.0,2550,0.001568627450980392
49,TARA,knockout,Belle's Rock,0,4,5,9,0.5555555555555556,4614,0.0019505851755526658
50,TARA,hotZone,Split,0,65,29,94,0.30851063829787234,28626,0.0032837280793684065
51,TARA,hotZone,Ring of Fire,0,103,69,172,0.4011627906976744,21942,0.007838847871661654
52,TARA,hotZone,Quarter Pounder,0,38,7,45,0.15555555555555556,8454,0.00532292405961675
53,TARA,hotZone,Parallel Plays,0,10,7,17,0.4117647058823529,4506,0.0037727474478473147
54,TARA,hotZone,Open Zone,0,8,1,9,0.1111111111111111,2070,0.004347826086956522
55,TARA,hotZone,Dueling Beetles,0,9,0,9,0.0,3936,0.0022865853658536584
56,TARA,hotZone,Controller Chaos,0,38,7,45,0.15555555555555556,6138,0.007331378299120235
57,TARA,heist,Tornado Ring,4,202,205,411,0.49878345498783455,27540,0.014923747276688453
58,TARA,heist,Snaked Assault,0,21,21,42,0.5,3450,0.01217391304347826
59,TARA,heist,Safe Zone,0,1,0,1,0.0,1272,0.0007861635220125787
60,TARA,heist,Pit Stop,1,32,21,54,0.3888888888888889,10698,0.005047672462142457
61,TARA,heist,Kaboom Canyon,0,24,16,40,0.4,11694,0.0034205575508807935
62,TARA,heist,Hot Potato,0,5,1,6,0.16666666666666666,1032,0.005813953488372093
63,TARA,heist,Bridge Too Far,0,5,3,8,0.375,7194,0.0011120378092855157
64,TARA,gemGrab,Undermine,0,601,634,1235,0.5133603238866397,21894,0.05640814835114643
65,TARA,gemGrab,Minecart Madness,0,29,12,41,0.2926829268292683,7014,0.0058454519532363846
66,TARA,gemGrab,Hard Rock Mine,0,501,417,918,0.4542483660130719,29532,0.031084924827305974
67,TARA,gemGrab,Gem Fort,0,294,274,568,0.4823943661971831,8322,0.06825282384042297
68,TARA,gemGrab,Double Swoosh,0,281,236,517,0.4564796905222437,7620,0.0678477690288714
69,TARA,gemGrab,Deep Diner,0,324,223,547,0.4076782449725777,28542,0.01916473968187233
70,TARA,gemGrab,Crystal Arcade,0,158,99,257,0.3852140077821012,6996,0.03673527730131504
71,TARA,brawlBall,Super Beach,23,871,753,1647,0.45719489981785066,116040,0.014193381592554292
72,TARA,brawlBall,Sunny Soccer,3,201,177,381,0.4645669291338583,28529,0.013354831925409233
73,TARA,brawlBall,Sneaky Fields,23,918,861,1802,0.47780244173140957,88416,0.020380926529134997
74,TARA,brawlBall,Pinhole Punt,12,639,620,1271,0.4878048780487805,83670,0.015190629855384248
75,TARA,brawlBall,Center Stage,10,236,208,454,0.4581497797356828,19224,0.02361631294215564
76,TARA,brawlBall,Beach Ball,1,108,109,218,0.5,16080,0.013557213930348259
77,TARA,brawlBall,Backyard Bowl,1,60,27,88,0.3068181818181818,17916,0.004911810672025006
78,TARA,bounty,Temple Ruins,0,5,2,7,0.2857142857142857,318,0.0220125786163522
79,TARA,bounty,Shooting Star,0,8,3,11,0.2727272727272727,19854,0.000554044525032739
80,TARA,bounty,Layer Cake,0,0,3,3,1.0,2046,0.001466275659824047
81,TARA,bounty,Hideout,0,6,0,6,0.0,6774,0.0008857395925597874
82,TARA,bounty,Excel,0,1,0,1,0.0,624,0.0016025641025641025
83,TARA,bounty,Dry Season,0,21,10,31,0.3225806451612903,27690,0.001119537739256049
84,TARA,bounty,Canal Grande,0,10,19,29,0.6551724137931034,2118,0.013692162417374882
85,SURGE,knockout,X Marks the Spot,0,97,70,167,0.41916167664670656,36294,0.004601311511544608
86,SURGE,knockout,Riverside,0,3,0,3,0.0,2958,0.0010141987829614604
87,SURGE,knockout,Out in the Open,0,130,63,193,0.32642487046632124,48006,0.004020330791984336
88,SURGE,knockout,New Perspective,0,5,0,5,0.0,1734,0.0028835063437139563
89,SURGE,knockout,Goldarm Gulch,0,25,10,35,0.2857142857142857,6324,0.005534471853257432
90,SURGE,knockout,Flaring Phoenix,0,3,3,6,0.5,2112,0.002840909090909091
91,SURGE,knockout,Belle`s Rock,0,3,0,3,0.0,2550,0.001176470588235294
92,SURGE,knockout,Belle's Rock,0,4,1,5,0.2,4614,0.001083658430862592
93,SURGE,hotZone,Split,0,754,830,1584,0.523989898989899,28626,0.055334311465101656
94,SURGE,hotZone,Ring of Fire,0,102,63,165,0.38181818181818183,21942,0.007519824993163796
95,SURGE,hotZone,Quarter Pounder,0,109,40,149,0.2684563758389262,8454,0.017624792997397682
96,SURGE,hotZone,Parallel Plays,1,115,108,224,0.48214285714285715,4506,0.04971149578339991
97,SURGE,hotZone,Open Zone,0,10,0,10,0.0,2070,0.004830917874396135
98,SURGE,hotZone,Dueling Beetles,0,24,8,32,0.25,3936,0.008130081300813009
99,SURGE,hotZone,Controller Chaos,0,168,145,313,0.46325878594249204,6138,0.050993809058325186
100,SURGE,heist,Tornado Ring,1,113,75,189,0.3968253968253968,27540,0.006862745098039216
101,SURGE,heist,Snaked Assault,0,9,11,20,0.55,3450,0.005797101449275362
102,SURGE,heist,Safe Zone,0,0,1,1,1.0,1272,0.0007861635220125787
103,SURGE,heist,Pit Stop,0,73,99,172,0.5755813953488372,10698,0.01607777154608338
104,SURGE,heist,Kaboom Canyon,1,21,14,36,0.3888888888888889,11694,0.0030785017957927143
105,SURGE,heist,Hot Potato,0,8,4,12,0.3333333333333333,1032,0.011627906976744186
106,SURGE,heist,Bridge Too Far,0,1,0,1,0.0,7194,0.00013900472616068947
107,SURGE,gemGrab,Undermine,0,339,336,675,0.49777777777777776,21894,0.030830364483420115
108,SURGE,gemGrab,Minecart Madness,0,42,10,52,0.19230769230769232,7014,0.007413743940690049
109,SURGE,gemGrab,Hard Rock Mine,0,556,554,1110,0.4990990990990991,29532,0.03758634701340918
110,SURGE,gemGrab,Gem Fort,0,145,120,265,0.4528301886792453,8322,0.031843306897380436
111,SURGE,gemGrab,Double Swoosh,0,192,154,346,0.44508670520231214,7620,0.04540682414698163
112,SURGE,gemGrab,Deep Diner,0,425,548,973,0.5632065775950668,28542,0.03409011281620069
113,SURGE,gemGrab,Crystal Arcade,0,145,142,287,0.49477351916376305,6996,0.041023441966838194
114,SURGE,brawlBall,Super Beach,88,2964,2909,5961,0.48800536822680757,116040,0.051370217166494314
115,SURGE,brawlBall,Sunny Soccer,26,672,687,1385,0.496028880866426,28529,0.04854709243226191
116,SURGE,brawlBall,Sneaky Fields,71,2274,2205,4550,0.4846153846153846,88416,0.051461273977560625
117,SURGE,brawlBall,Pinhole Punt,27,1304,1114,2445,0.4556237218813906,83670,0.029221943348870565
118,SURGE,brawlBall,Center Stage,10,331,310,651,0.47619047619047616,19224,0.033863920099875156
119,SURGE,brawlBall,Beach Ball,3,329,316,648,0.4876543209876543,16080,0.04029850746268657
120,SURGE,brawlBall,Backyard Bowl,3,109,52,164,0.3170731707317073,17916,0.009153828979682964
121,SURGE,bounty,Temple Ruins,0,4,2,6,0.3333333333333333,318,0.018867924528301886
122,SURGE,bounty,Shooting Star,0,20,10,30,0.3333333333333333,19854,0.0015110305228165609
123,SURGE,bounty,Layer Cake,0,15,2,17,0.11764705882352941,2046,0.008308895405669599
124,SURGE,bounty,Hideout,0,7,7,14,0.5,6774,0.002066725715972837
125,SURGE,bounty,Excel,0,1,0,1,0.0,624,0.0016025641025641025
126,SURGE,bounty,Dry Season,0,43,14,57,0.24561403508771928,27690,0.002058504875406284
127,SURGE,bounty,Canal Grande,0,48,25,73,0.3424657534246575,2118,0.03446647780925401
128,STU,knockout,X Marks the Spot,0,125,42,167,0.25149700598802394,36294,0.004601311511544608
129,STU,knockout,Riverside,0,2,0,2,0.0,2958,0.000676132521974307
130,STU,knockout,Out in the Open,0,217,124,341,0.36363636363636365,48006,0.0071032787568220635
131,STU,knockout,New Perspective,0,11,2,13,0.15384615384615385,1734,0.007497116493656286
132,STU,knockout,Goldarm Gulch,0,22,18,40,0.45,6324,0.006325110689437065
133,STU,knockout,Flaring Phoenix,0,14,1,15,0.06666666666666667,2112,0.007102272727272727
134,STU,knockout,Belle`s Rock,0,9,1,10,0.1,2550,0.00392156862745098
135,STU,knockout,Belle's Rock,0,29,12,41,0.2926829268292683,4614,0.008885999133073256
136,STU,hotZone,Split,0,648,1024,1672,0.6124401913875598,28626,0.05840843987982953
137,STU,hotZone,Ring of Fire,1,148,212,361,0.5872576177285319,21942,0.016452465591103818
138,STU,hotZone,Quarter Pounder,2,167,310,479,0.6471816283924844,8454,0.05665956943458718
139,STU,hotZone,Parallel Plays,0,104,119,223,0.5336322869955157,4506,0.0494895694629383
140,STU,hotZone,Open Zone,0,43,30,73,0.410958904109589,2070,0.035265700483091786
141,STU,hotZone,Dueling Beetles,0,43,34,77,0.44155844155844154,3936,0.0195630081300813
142,STU,hotZone,Controller Chaos,0,87,122,209,0.583732057416268,6138,0.034050179211469536
143,STU,heist,Tornado Ring,0,15,14,29,0.4827586206896552,27540,0.0010530137981118372
144,STU,heist,Snaked Assault,0,1,0,1,0.0,3450,0.0002898550724637681
145,STU,heist,Safe Zone,0,0,2,2,1.0,1272,0.0015723270440251573
146,STU,heist,Pit Stop,0,10,0,10,0.0,10698,0.0009347541596560105
147,STU,heist,Kaboom Canyon,0,21,19,40,0.475,11694,0.0034205575508807935
148,STU,heist,Bridge Too Far,0,0,1,1,1.0,7194,0.00013900472616068947
149,STU,gemGrab,Undermine,0,118,110,228,0.4824561403508772,21894,0.010413812003288572
150,STU,gemGrab,Minecart Madness,0,70,64,134,0.47761194029850745,7014,0.019104647847162818
151,STU,gemGrab,Hard Rock Mine,0,347,439,786,0.5585241730279898,29532,0.026615197074360015
152,STU,gemGrab,Gem Fort,0,45,55,100,0.55,8322,0.01201634222542658
153,STU,gemGrab,Double Swoosh,0,34,21,55,0.38181818181818183,7620,0.007217847769028871
154,STU,gemGrab,Deep Diner,0,554,675,1229,0.549227013832384,28542,0.04305935113166562
155,STU,gemGrab,Crystal Arcade,0,94,161,255,0.6313725490196078,6996,0.036449399656946824
156,STU,brawlBall,Super Beach,62,2041,2164,4267,0.5071478790719475,116040,0.036771802826611515
157,STU,brawlBall,Sunny Soccer,12,467,486,965,0.5036269430051813,28529,0.03382523046724386
158,STU,brawlBall,Sneaky Fields,11,591,497,1099,0.45222929936305734,88416,0.012429876945349258
159,STU,brawlBall,Pinhole Punt,47,1409,1402,2858,0.4905528341497551,83670,0.03415800167324011
160,STU,brawlBall,Center Stage,3,134,95,232,0.40948275862068967,19224,0.012068248023304202
161,STU,brawlBall,Beach Ball,9,356,389,754,0.5159151193633952,16080,0.046890547263681595
162,STU,brawlBall,Backyard Bowl,25,429,510,964,0.529045643153527,17916,0.05380665327081938
163,STU,bounty,Temple Ruins,0,2,0,2,0.0,318,0.006289308176100629
164,STU,bounty,Shooting Star,0,40,24,64,0.375,19854,0.003223531782008663
165,STU,bounty,Layer Cake,0,8,23,31,0.7419354838709677,2046,0.015151515151515152
166,STU,bounty,Hideout,0,27,12,39,0.3076923076923077,6774,0.005757307351638618
167,STU,bounty,Excel,0,4,8,12,0.6666666666666666,624,0.019230769230769232
168,STU,bounty,Dry Season,0,137,133,270,0.4925925925925926,27690,0.009750812567713976
169,STU,bounty,Canal Grande,0,9,9,18,0.5,2118,0.0084985835694051
170,SQUEAK,knockout,X Marks the Spot,0,134,98,232,0.4224137931034483,36294,0.006392241141786521
171,SQUEAK,knockout,Riverside,0,6,0,6,0.0,2958,0.002028397565922921
172,SQUEAK,knockout,Out in the Open,1,242,243,486,0.5,48006,0.010123734533183352
173,SQUEAK,knockout,New Perspective,0,6,0,6,0.0,1734,0.0034602076124567475
174,SQUEAK,knockout,Goldarm Gulch,0,12,17,29,0.5862068965517241,6324,0.004585705249841872
175,SQUEAK,knockout,Flaring Phoenix,0,6,1,7,0.14285714285714285,2112,0.0033143939393939395
176,SQUEAK,knockout,Belle`s Rock,0,5,4,9,0.4444444444444444,2550,0.0035294117647058825
177,SQUEAK,knockout,Belle's Rock,0,13,4,17,0.23529411764705882,4614,0.003684438664932813
178,SQUEAK,hotZone,Split,0,89,92,181,0.5082872928176796,28626,0.006322923216656186
179,SQUEAK,hotZone,Ring of Fire,0,146,139,285,0.48771929824561405,21942,0.012988788624555646
180,SQUEAK,hotZone,Quarter Pounder,0,46,71,117,0.6068376068376068,8454,0.013839602555003548
181,SQUEAK,hotZone,Parallel Plays,0,21,11,32,0.34375,4506,0.007101642254771416
182,SQUEAK,hotZone,Open Zone,0,5,6,11,0.5454545454545454,2070,0.005314009661835749
183,SQUEAK,hotZone,Dueling Beetles,0,62,115,177,0.6497175141242938,3936,0.04496951219512195
184,SQUEAK,hotZone,Controller Chaos,0,52,111,163,0.6809815950920245,6138,0.02655588139459107
185,SQUEAK,heist,Tornado Ring,0,33,16,49,0.32653061224489793,27540,0.0017792302106027595
186,SQUEAK,heist,Snaked Assault,0,2,3,5,0.6,3450,0.0014492753623188406
187,SQUEAK,heist,Pit Stop,0,15,18,33,0.5454545454545454,10698,0.0030846887268648347
188,SQUEAK,heist,Kaboom Canyon,0,23,19,42,0.4523809523809524,11694,0.0035915854284248334
189,SQUEAK,heist,Hot Potato,0,2,2,4,0.5,1032,0.003875968992248062
190,SQUEAK,heist,Bridge Too Far,0,15,7,22,0.3181818181818182,7194,0.0030581039755351682
191,SQUEAK,gemGrab,Undermine,0,96,108,204,0.5294117647058824,21894,0.009317621266100301
192,SQUEAK,gemGrab,Minecart Madness,0,45,42,87,0.4827586206896552,7014,0.01240376390076989
193,SQUEAK,gemGrab,Hard Rock Mine,0,111,62,173,0.3583815028901734,29532,0.00585805228227008
194,SQUEAK,gemGrab,Gem Fort,0,24,9,33,0.2727272727272727,8322,0.003965392934390771
195,SQUEAK,gemGrab,Double Swoosh,0,24,32,56,0.5714285714285714,7620,0.007349081364829396
196,SQUEAK,gemGrab,Deep Diner,0,160,255,415,0.6144578313253012,28542,0.014539976175460725
197,SQUEAK,gemGrab,Crystal Arcade,0,24,13,37,0.35135135135135137,6996,0.005288736420811893
198,SQUEAK,brawlBall,Super Beach,5,341,316,662,0.4773413897280967,116040,0.005704929334712169
199,SQUEAK,brawlBall,Sunny Soccer,1,119,122,242,0.5041322314049587,28529,0.008482596656034212
200,SQUEAK,brawlBall,Sneaky Fields,11,280,260,551,0.47186932849364793,88416,0.006231903727832067
201,SQUEAK,brawlBall,Pinhole Punt,5,203,224,432,0.5185185185185185,83670,0.005163140910720688
202,SQUEAK,brawlBall,Center Stage,0,53,66,119,0.5546218487394958,19224,0.006190178942987932
203,SQUEAK,brawlBall,Beach Ball,3,50,83,136,0.6102941176470589,16080,0.00845771144278607
204,SQUEAK,brawlBall,Backyard Bowl,0,27,20,47,0.425531914893617,17916,0.0026233534271042644
205,SQUEAK,bounty,Temple Ruins,0,0,1,1,1.0,318,0.0031446540880503146
206,SQUEAK,bounty,Shooting Star,0,30,24,54,0.4444444444444444,19854,0.0027198549410698096
207,SQUEAK,bounty,Layer Cake,0,8,9,17,0.5294117647058824,2046,0.008308895405669599
208,SQUEAK,bounty,Hideout,0,14,3,17,0.17647058823529413,6774,0.002509595512252731
209,SQUEAK,bounty,Excel,0,4,14,18,0.7777777777777778,624,0.028846153846153848
210,SQUEAK,bounty,Dry Season,0,87,101,188,0.5372340425531915,27690,0.0067894546767786204
211,SQUEAK,bounty,Canal Grande,0,9,8,17,0.47058823529411764,2118,0.008026440037771483
212,SPROUT,knockout,X Marks the Spot,0,190,193,383,0.5039164490861618,36294,0.010552708436656196
213,SPROUT,knockout,Riverside,0,15,27,42,0.6428571428571429,2958,0.014198782961460446
214,SPROUT,knockout,Out in the Open,0,202,252,454,0.5550660792951542,48006,0.009457151189434654
215,SPROUT,knockout,New Perspective,0,6,6,12,0.5,1734,0.006920415224913495
216,SPROUT,knockout,Goldarm Gulch,0,39,44,83,0.5301204819277109,6324,0.01312460468058191
217,SPROUT,knockout,Flaring Phoenix,0,22,15,37,0.40540540540540543,2112,0.017518939393939392
218,SPROUT,knockout,Belle`s Rock,0,45,35,80,0.4375,2550,0.03137254901960784
219,SPROUT,knockout,Belle's Rock,0,89,119,208,0.5721153846153846,4614,0.045080190723883834
220,SPROUT,hotZone,Split,0,214,192,406,0.4729064039408867,28626,0.014182910640676309
221,SPROUT,hotZone,Ring of Fire,0,28,23,51,0.45098039215686275,21942,0.002324309543341537
222,SPROUT,hotZone,Quarter Pounder,0,32,76,108,0.7037037037037037,8454,0.0127750177430802
223,SPROUT,hotZone,Parallel Plays,0,5,2,7,0.2857142857142857,4506,0.0015534842432312472
224,SPROUT,hotZone,Dueling Beetles,0,53,77,130,0.5923076923076923,3936,0.033028455284552845
225,SPROUT,hotZone,Controller Chaos,0,9,24,33,0.7272727272727273,6138,0.005376344086021506
226,SPROUT,heist,Tornado Ring,0,4,3,7,0.42857142857142855,27540,0.0002541757443718228
227,SPROUT,heist,Safe Zone,0,1,0,1,0.0,1272,0.0007861635220125787
228,SPROUT,heist,Kaboom Canyon,0,3,5,8,0.625,11694,0.0006841115101761587
229,SPROUT,heist,Bridge Too Far,0,3,1,4,0.25,7194,0.0005560189046427579
230,SPROUT,gemGrab,Undermine,0,15,24,39,0.6153846153846154,21894,0.00178130994793094
231,SPROUT,gemGrab,Minecart Madness,0,14,13,27,0.48148148148148145,7014,0.003849443969204448
232,SPROUT,gemGrab,Hard Rock Mine,0,35,11,46,0.2391304347826087,29532,0.001557632398753894
233,SPROUT,gemGrab,Gem Fort,0,6,2,8,0.25,8322,0.0009613073780341264
234,SPROUT,gemGrab,Double Swoosh,0,2,1,3,0.3333333333333333,7620,0.0003937007874015748
235,SPROUT,gemGrab,Deep Diner,0,54,68,122,0.5573770491803278,28542,0.004274402634713756
236,SPROUT,gemGrab,Crystal Arcade,0,4,2,6,0.3333333333333333,6996,0.0008576329331046312
237,SPROUT,brawlBall,Super Beach,2,100,82,184,0.44565217391304346,116040,0.001585660117200965
238,SPROUT,brawlBall,Sunny Soccer,1,25,40,66,0.6060606060606061,28529,0.002313435451645694
239,SPROUT,brawlBall,Sneaky Fields,2,64,59,125,0.472,88416,0.0014137712631197973
240,SPROUT,brawlBall,Pinhole Punt,2,55,72,129,0.5581395348837209,83670,0.001541771244173539
241,SPROUT,brawlBall,Center Stage,0,13,13,26,0.5,19224,0.0013524760715771952
242,SPROUT,brawlBall,Beach Ball,0,25,21,46,0.45652173913043476,16080,0.0028606965174129352
243,SPROUT,brawlBall,Backyard Bowl,5,35,53,93,0.5698924731182796,17916,0.005190890823844608
244,SPROUT,bounty,Shooting Star,0,175,234,409,0.5721271393643031,19854,0.020600382794399113
245,SPROUT,bounty,Layer Cake,0,24,19,43,0.4418604651162791,2046,0.021016617790811338
246,SPROUT,bounty,Hideout,0,30,40,70,0.5714285714285714,6774,0.010333628579864187
247,SPROUT,bounty,Excel,0,2,1,3,0.3333333333333333,624,0.004807692307692308
248,SPROUT,bounty,Dry Season,0,264,294,558,0.5268817204301075,27690,0.020151679306608883
249,SPROUT,bounty,Canal Grande,0,4,2,6,0.3333333333333333,2118,0.0028328611898017
250,SPIKE,knockout,X Marks the Spot,1,308,203,512,0.396484375,36294,0.01410701493359784
251,SPIKE,knockout,Riverside,0,16,5,21,0.23809523809523808,2958,0.007099391480730223
252,SPIKE,knockout,Out in the Open,0,412,242,654,0.37003058103975534,48006,0.013623297087864018
253,SPIKE,knockout,New Perspective,0,9,5,14,0.35714285714285715,1734,0.008073817762399077
254,SPIKE,knockout,Goldarm Gulch,0,47,46,93,0.4946236559139785,6324,0.014705882352941176
255,SPIKE,knockout,Flaring Phoenix,0,16,2,18,0.1111111111111111,2112,0.008522727272727272
256,SPIKE,knockout,Belle`s Rock,0,10,10,20,0.5,2550,0.00784313725490196
257,SPIKE,knockout,Belle's Rock,0,35,14,49,0.2857142857142857,4614,0.010619852622453402
258,SPIKE,hotZone,Split,0,147,107,254,0.421259842519685,28626,0.008873052469782716
259,SPIKE,hotZone,Ring of Fire,2,265,243,510,0.4764705882352941,21942,0.023243095433415368
260,SPIKE,hotZone,Quarter Pounder,0,100,81,181,0.44751381215469616,8454,0.021409983439791815
261,SPIKE,hotZone,Parallel Plays,0,50,46,96,0.4791666666666667,4506,0.02130492676431425
262,SPIKE,hotZone,Open Zone,0,19,24,43,0.5581395348837209,2070,0.02077294685990338
263,SPIKE,hotZone,Dueling Beetles,0,40,54,94,0.574468085106383,3936,0.023882113821138213
264,SPIKE,hotZone,Controller Chaos,0,97,74,171,0.4327485380116959,6138,0.02785923753665689
265,SPIKE,heist,Tornado Ring,1,249,196,446,0.43946188340807174,27540,0.016194625998547568
266,SPIKE,heist,Snaked Assault,0,33,41,74,0.5540540540540541,3450,0.021449275362318842
267,SPIKE,heist,Safe Zone,0,9,0,9,0.0,1272,0.007075471698113208
268,SPIKE,heist,Pit Stop,0,60,49,109,0.44954128440366975,10698,0.010188820340250515
269,SPIKE,heist,Kaboom Canyon,0,138,122,260,0.46923076923076923,11694,0.02223362408072516
270,SPIKE,heist,Hot Potato,0,6,0,6,0.0,1032,0.005813953488372093
271,SPIKE,heist,Bridge Too Far,0,33,34,67,0.5074626865671642,7194,0.009313316652766194
272,SPIKE,gemGrab,Undermine,0,265,280,545,0.5137614678899083,21894,0.02489266465698365
273,SPIKE,gemGrab,Minecart Madness,1,104,115,220,0.5227272727272727,7014,0.03136583974907328
274,SPIKE,gemGrab,Hard Rock Mine,0,207,178,385,0.4623376623376623,29532,0.013036705946092374
275,SPIKE,gemGrab,Gem Fort,0,61,51,112,0.45535714285714285,8322,0.013458303292477769
276,SPIKE,gemGrab,Double Swoosh,0,64,78,142,0.5492957746478874,7620,0.01863517060367454
277,SPIKE,gemGrab,Deep Diner,0,307,274,581,0.47160068846815834,28542,0.020355966645645013
278,SPIKE,gemGrab,Crystal Arcade,0,80,100,180,0.5555555555555556,6996,0.025728987993138937
279,SPIKE,brawlBall,Super Beach,40,1227,1273,2540,0.5011811023622047,116040,0.02188900379179593
280,SPIKE,brawlBall,Sunny Soccer,16,368,418,802,0.5211970074812967,28529,0.028111745942724947
281,SPIKE,brawlBall,Sneaky Fields,35,803,931,1769,0.5262860373092142,88416,0.02000769091567137
282,SPIKE,brawlBall,Pinhole Punt,35,1050,1107,2192,0.5050182481751825,83670,0.02619815943587905
283,SPIKE,brawlBall,Center Stage,5,180,122,307,0.3973941368078176,19224,0.015969621306699957
284,SPIKE,brawlBall,Beach Ball,6,200,185,391,0.4731457800511509,16080,0.02431592039800995
285,SPIKE,brawlBall,Backyard Bowl,11,218,192,421,0.45605700712589076,17916,0.02349854878321054
286,SPIKE,bounty,Temple Ruins,0,5,2,7,0.2857142857142857,318,0.0220125786163522
287,SPIKE,bounty,Shooting Star,0,93,56,149,0.37583892617449666,19854,0.007504784929988919
288,SPIKE,bounty,Layer Cake,0,9,0,9,0.0,2046,0.004398826979472141
289,SPIKE,bounty,Hideout,0,49,36,85,0.4235294117647059,6774,0.012547977561263655
290,SPIKE,bounty,Excel,0,2,0,2,0.0,624,0.003205128205128205
291,SPIKE,bounty,Dry Season,0,180,101,281,0.3594306049822064,27690,0.010148067894546768
292,SPIKE,bounty,Canal Grande,0,12,7,19,0.3684210526315789,2118,0.008970727101038715
293,SHELLY,knockout,X Marks the Spot,0,207,290,497,0.5835010060362174,36294,0.013693723480465091
