event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
brawlBall,410,13073,12138,25621,0.47375200031224385,808433,0.0316921748617387,1.0913097574811226,1.3124518256653863,Q1
hotZone,1,2419,2113,4533,0.4661372159717626,136296,0.033258496214122205,1.0737687477409958,1.3773170905922258,Q1
gemGrab,0,5805,4914,10719,0.45843828715365237,228600,0.04688976377952756,1.0560339072847682,1.9418218013102118,Q1
heist,8,800,561,1369,0.4097881665449233,155880,0.008782396715422119,0.9439660927152318,0.363700902609531,Q3
bounty,0,1019,610,1629,0.37446286065070594,115668,0.014083411142234672,0.8625926083120917,0.5832291013747133,Q3
knockout,7,2153,1071,3231,0.33147632311977715,194610,0.01660243564051179,0.7635711206626206,0.6875481743346136,Q3
