event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
bounty,0,142,227,369,0.6151761517615176,115668,0.003190164954870837,1.094641580908512,0.7383328933568304,Q4
knockout,0,83,118,201,0.5870646766169154,194610,0.0010328349005703716,1.0446201528901402,0.2390396707648968,Q4
brawlBall,75,2521,3352,5948,0.5635507733691997,808433,0.007357443350283821,1.002779622904206,1.702809263273336,Q1
gemGrab,0,1113,1419,2532,0.5604265402843602,228600,0.011076115485564305,0.9972203770957938,2.5634600433826757,Q2
hotZone,0,327,416,743,0.5598923283983849,136296,0.0054513705464577095,0.996269802952551,1.2616671066431695,Q2
heist,0,87,52,139,0.37410071942446044,155880,0.0008917115730048755,0.6656730787713537,0.2063780384557314,Q3
