event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
hotZone,1,518,646,1165,0.5545064377682404,136296,0.00854757292950637,1.0646167549955972,0.5460545143279559,Q4
bounty,0,1377,1607,2984,0.5385388739946381,115668,0.02579797351039181,1.0339600578465864,1.6480818604347391,Q1
gemGrab,0,1313,1481,2794,0.5300644237652111,228600,0.012222222222222223,1.0176896575606387,0.7808063966936326,Q4
knockout,3,2473,2594,5070,0.5116370808678501,194610,0.026052104208416832,0.9823103424393611,1.6643167865395336,Q2
brawlBall,79,1859,2027,3965,0.5112232030264817,808433,0.004904549913227194,0.9815157235595234,0.3133230500578085,Q3
heist,12,1387,1370,2769,0.49476345250993137,145092,0.019084442974112978,0.9499140594679499,1.2191936033063673,Q2
