event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
knockout,36,3228,4545,7809,0.5820207452938917,194610,0.04012640665947279,1.2478678970159196,8.107026903389288,Q1
bounty,0,277,317,594,0.5336700336700336,115668,0.005135387488328665,1.1442026903696847,1.0375393162044035,Q1
brawlBall,286,9806,10330,20422,0.5058270492606013,808433,0.025261215215113684,1.0845065941693661,5.1037052258176,Q1
gemGrab,0,624,465,1089,0.42699724517906334,228600,0.004763779527559055,0.915493405830634,0.9624606837955967,Q3
hotZone,0,377,272,649,0.41910631741140214,136296,0.0047616951341198565,0.8985750476474326,0.9620395587785416,Q3
heist,0,121,53,174,0.3045977011494253,155880,0.0011162432640492686,0.653065540777737,0.22552266514096556,Q3
