event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
hotZone,2,939,1247,2188,0.569926873857404,136296,0.016053295768034277,1.0704924222666272,2.9677006053816997,Q1
gemGrab,0,544,709,1253,0.5658419792498005,228600,0.005481189851268591,1.0628197735045133,1.0132829217668902,Q1
brawlBall,75,1885,2355,4315,0.5457705677867902,808433,0.0053374862233481314,1.025119684491473,0.98671707823311,Q4
heist,2,845,914,1761,0.5190232822260079,155880,0.011297151655119322,0.9748803155085269,2.0884536291136806,Q2
bounty,0,176,127,303,0.41914191419141916,115668,0.0026195663450565413,0.7872733565964554,0.4842674513941108,Q3
knockout,1,191,130,322,0.40372670807453415,194610,0.0016545912337495503,0.75831900807782,0.3058768415539548,Q3
