event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
hotZone,1,994,1028,2023,0.5081562036579338,136296,0.014842695310207196,1.0651163063889613,3.228778821648506,Q1
bounty,0,150,139,289,0.4809688581314879,115668,0.0024985302763080542,1.008130511786439,0.5435132550247319,Q4
heist,0,401,368,769,0.47854356306892065,155880,0.004933282011803952,1.0030469935683206,1.0731525607736658,Q1
brawlBall,144,8325,7682,16151,0.4756361835180484,808433,0.019978155270752182,0.9969530064316795,4.345911796050314,Q2
gemGrab,0,518,456,974,0.4681724845995893,228600,0.00426071741032371,0.981308786471748,0.9268474392263343,Q3
knockout,0,187,135,322,0.4192546583850932,194610,0.0016545912337495503,0.8787750104416623,0.35992850505675744,Q3
