event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
brawlBall,275,14187,11987,26449,0.4532118416575296,808433,0.03271637847539623,1.2032431969585318,5.00326151563149,Q1
heist,5,1549,1241,2795,0.4440071556350626,155880,0.017930459327687966,1.1788054510334331,2.742075415812978,Q1
gemGrab,0,879,581,1460,0.39794520547945206,228600,0.006386701662292213,1.0565144536034445,0.9767076958960169,Q4
bounty,0,156,86,242,0.35537190082644626,115668,0.002092194902652419,0.9434855463965555,0.31995589754878706,Q3
hotZone,0,611,301,912,0.3300438596491228,136296,0.006691318894171509,0.8762415107432923,1.0232923041039832,Q2
knockout,1,285,132,418,0.3157894736842105,194610,0.0021478855146189815,0.8383971930035486,0.32847257050034284,Q3
