event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
hotZone,5,2075,3241,5321,0.6090960345799662,136296,0.039040030521805484,1.2058304259929287,13.923899517346399,Q1
brawlBall,107,2552,3536,6195,0.5707828894269572,808433,0.007662972689140597,1.129981703430089,2.73305272310604,Q1
bounty,0,75,77,152,0.506578947368421,115668,0.0013141058892692879,1.0028768424433345,0.4686850423213372,Q4
gemGrab,0,473,480,953,0.5036726128016789,228600,0.004168853893263342,0.9971231575566656,1.4868508537634366,Q2
heist,2,103,85,190,0.4473684210526316,155880,0.0012188863228124198,0.885657471248659,0.4347243189891618,Q3
knockout,1,171,108,280,0.38571428571428573,194610,0.0014387749858691741,0.7636004752110287,0.5131491462365635,Q3
