event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
hotZone,1,1447,2888,4336,0.6660516605166051,136296,0.031813112637201386,1.179101725994587,6.941991452665272,Q1
heist,3,357,520,880,0.5909090909090909,145092,0.00606511730488242,1.0460779100173585,1.3234791882851076,Q1
gemGrab,0,504,679,1183,0.5739644970414202,228600,0.005174978127734034,1.01608113790489,1.1292404594340162,Q1
brawlBall,41,1392,1793,3226,0.5557966522008679,808433,0.003990435818428986,0.98391886209511,0.8707595405659837,Q3
knockout,0,192,227,419,0.5417661097852029,194610,0.0021530239967113714,0.9590807935793444,0.46981489529181747,Q3
bounty,0,79,90,169,0.5325443786982249,115668,0.0014610782584638794,0.9427556949633,0.3188242815973501,Q3
