event.mode,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
brawlBall,108,4886,5220,10214,0.5110632465243783,808433,0.012634318490215022,1.0273937128304251,1.4354545167887343,Q1
bounty,0,260,263,523,0.502868068833652,115668,0.004521561711104195,1.0109188947091052,0.5137195319375754,Q4
gemGrab,1,1491,1488,2980,0.4993288590604027,228600,0.013035870516185476,1.0038039986680516,1.4810770543123348,Q1
hotZone,0,1302,1279,2581,0.49554436265013563,136296,0.018936725949404237,0.9961960013319485,2.1515057435282468,Q2
knockout,0,512,455,967,0.4705274043433299,194610,0.004968912183341041,0.9459042500597759,0.5645454832112657,Q3
heist,0,90,34,124,0.27419354838709675,155880,0.0007954837054144214,0.5512130438402216,0.09037928550347447,Q3
