brawlername,d,n,y,total_games,winrate,total_games_map,userate,percentile_wr,percentile_ur,percentile_quadrant
MEG,1,372,666,1039,0.6410009624639076,24894,0.04173696473045714,1.3279932861060046,4.374736842105263,Q1
AMBER,0,213,322,535,0.6018691588785047,24894,0.021491122358801316,1.2469219999805021,2.2526315789473683,Q1
STU,1,164,240,405,0.5925925925925926,24894,0.016268980477223426,1.227703280404083,1.7052631578947366,Q1
LOU,4,641,930,1575,0.5904761904761905,24894,0.06326825741142444,1.2233186258312114,6.631578947368421,Q1
RUFFS,1,118,165,284,0.5809859154929577,24894,0.011408371495139392,1.2036571554137743,1.1957894736842105,Q1
ASH,0,143,194,337,0.5756676557863502,24894,0.013537398569936531,1.1926390546655392,1.4189473684210525,Q1
LOLA,0,122,163,285,0.5719298245614035,24894,0.011448541817305374,1.1848952054952566,1.1999999999999997,Q1
CARL,1,183,242,426,0.568075117370892,24894,0.017112557242709086,1.1769092186268015,1.7936842105263155,Q1
OTIS,0,111,143,254,0.562992125984252,24894,0.010203261830159878,1.1663785348524027,1.0694736842105264,Q1
PENNY,1,643,821,1465,0.5604095563139931,24894,0.05884952197316622,1.1610280979828203,6.168421052631579,Q1
PAM,0,171,213,384,0.5546875,24894,0.015425403711737768,1.1491734319016735,1.6168421052631579,Q1
BEA,2,670,807,1479,0.5456389452332657,24894,0.05941190648349,1.1304270950272384,6.227368421052631,Q1
GUS,0,132,158,290,0.5448275862068965,24894,0.011649393428135294,1.1287461625439263,1.2210526315789474,Q1
CHESTER,0,156,182,338,0.5384615384615384,24894,0.013577568892102515,1.115557307674864,1.423157894736842,Q1
GRIFF,1,289,338,628,0.5382165605095541,24894,0.025226962320237807,1.1150497747778327,2.6442105263157893,Q1
POCO,1,1144,1329,2474,0.5371867421180275,24894,0.09938137703864384,1.1129162492608053,10.416842105263157,Q1
BELLE,0,151,171,322,0.531055900621118,24894,0.012934843737446773,1.100214682768954,1.3557894736842104,Q1
LEON,0,157,176,333,0.5285285285285285,24894,0.013376717281272595,1.0949786014414795,1.4021052631578945,Q1
MANDY,2,131,146,279,0.5232974910394266,24894,0.011207519884309472,1.0841412032600575,1.174736842105263,Q1
SAM,0,116,124,240,0.5166666666666667,24894,0.009640877319836105,1.07040379760231,1.0105263157894735,Q1
CROW,1,724,766,1491,0.5137491616364855,24894,0.059893950349481806,1.0643594586400589,6.277894736842105,Q1
SPIKE,2,289,280,571,0.4903677758318739,24894,0.022937253956776732,1.015919089301102,2.404210526315789,Q1
