iter	Logloss
171	0.5609894608
172	0.5608975708
173	0.5607284535
174	0.5606280171
175	0.5605174164
176	0.5603633018
177	0.5602356051
178	0.5600846126
179	0.5599866468
180	0.5598107352
181	0.5596456474
182	0.5595159692
183	0.5593742187
184	0.5592119586
185	0.5591343574
186	0.558990439
187	0.5588296079
188	0.5587176359
189	0.558609963
190	0.5584689785
191	0.5583497886
192	0.5581463843
193	0.5579209606
194	0.5577362471
195	0.5575733494
196	0.5574162016
197	0.5572977658
198	0.5571391946
199	0.5568705451
200	0.5567300552
201	0.5566202785
202	0.5563682501
203	0.5560431649
204	0.5558662754
205	0.5557555967
206	0.5556191537
207	0.5554556735
208	0.5552569404
209	0.5550850085
210	0.5549477614
211	0.5547586906
212	0.554617034
213	0.554493769
214	0.5543395517
215	0.5541567778
216	0.5540127298
217	0.5538119826
218	0.5536432596
219	0.5535429642
220	0.5533728967
221	0.5532208394
222	0.5530392968
223	0.5529071288
224	0.552719299
225	0.5525244692
226	0.5523937945
227	0.5522696527
228	0.5520444058
229	0.551760202
230	0.551628356
231	0.5515221666
232	0.5513975266
233	0.5512917536
234	0.5509391237
235	0.5507971368
236	0.5506846314
237	0.5505264267
238	0.5503696532
239	0.5502440731
240	0.5501456016
241	0.5499654374
242	0.5498448669
243	0.5496903712
244	0.5495861343
245	0.5494853577
246	0.5493630529
247	0.5492756611
248	0.5491003143
249	0.5489618488
250	0.5488429638
251	0.5486877044
252	0.5485532638
253	0.548352247
254	0.548279718
255	0.5480914561
256	0.5479538465
257	0.5478039895
258	0.5476093162
259	0.5474916653
260	0.5473462481
261	0.5471935764
262	0.547108778
263	0.5469880269
264	0.5468569284
265	0.546690028
266	0.5465689065
267	0.5464442351
268	0.5462546324
269	0.5461468789
270	0.5459940854
271	0.5458351407
272	0.5457304549
273	0.5456052221
274	0.5454866142
275	0.5453412896
276	0.5452300818
277	0.5450656382
278	0.54494988
279	0.5448327725
280	0.5447013803
281	0.5445407479
282	0.5444130607
283	0.5442324191
284	0.5440538297
285	0.5438928637
286	0.5437458683
287	0.5436364464
288	0.5435158393
289	0.5434187846
290	0.5433105331
291	0.5431030211
292	0.5429954953
293	0.5427525162
294	0.5426765523
295	0.542602539
296	0.5424229165
297	0.5422224475
298	0.5421134981
299	0.541960706
300	0.5418537337
301	0.5416832006
302	0.5415723578
303	0.5413945206
304	0.5412871054
305	0.5411272612
306	0.5410305662
307	0.5408609855
308	0.5406574718
309	0.5404986007
310	0.5403062305
311	0.5401759244
312	0.5400194823
313	0.5398746618
314	0.5397586803
315	0.5395686644
316	0.5393876856
317	0.5390946182
318	0.5389220055
319	0.5387964083
320	0.5386628073
321	0.5384909418
322	0.5383322199
323	0.5382151447
324	0.5380410392
325	0.5379563111
326	0.537684904
327	0.5375054476
328	0.5372942871
329	0.5371389238
330	0.5370186076
331	0.5368791901
332	0.5366557866
333	0.5365102518
334	0.536372578
335	0.5362472239
336	0.5361036751
337	0.5360012089
338	0.5357958481
339	0.5355650439
340	0.5354243505
341	0.5352666787
342	0.5351157455
343	0.5349449733
344	0.5347768702
345	0.5346403773
346	0.5344611885
347	0.5343271664
348	0.5342168802
349	0.5340352956
350	0.5339214345
351	0.5338014748
352	0.5336162192
353	0.5334998297
354	0.5333706128
355	0.5332416108
356	0.5330530012
357	0.5329237321
358	0.5327608232
359	0.5326743628
360	0.5325226191
361	0.5323540928
362	0.5322004709
363	0.5320507358
364	0.5318946244
365	0.5317032849
366	0.5315399347
367	0.531407493
368	0.5312356084
369	0.5310798684
370	0.5309496417
371	0.530827161
372	0.530633108
373	0.530511821
374	0.530405351
375	0.5302129864
376	0.5300595208
377	0.5298882082
378	0.5297971164
379	0.5296616622
380	0.5295183783
381	0.5293205884
382	0.529194296
383	0.5289003001
384	0.5287434661
385	0.5285824049
386	0.5283867463
387	0.5282241663
388	0.5280568518
389	0.5279108405
390	0.5277796615
391	0.5276411679
392	0.5273838919
393	0.5272212061
394	0.5270862961
395	0.5269620398
396	0.526723524
397	0.5265524448
398	0.5264014558
399	0.526243041
400	0.5261180274
401	0.5259127504
402	0.5257347022
403	0.525587172
404	0.5254197215
405	0.5252289573
406	0.5251134593
407	0.5250034283
408	0.5248510065
409	0.5247353495
410	0.524525339
411	0.5243526523
412	0.5242133675
413	0.5240781396
414	0.5238671455
415	0.5237766133
416	0.523606243
417	0.5234770709
418	0.5232100131
419	0.5230828342
420	0.5228596197
421	0.5226630272
422	0.5224978688
423	0.5224134058
424	0.5222741282
425	0.5221026102
426	0.5219426749
427	0.5218374429
428	0.5217181105
429	0.5215489662
430	0.5214028716
431	0.5212590712
432	0.521060298
433	0.5209262381
434	0.520809888
435	0.5206641058
436	0.5204062732
437	0.5202750666
438	0.5201400316
439	0.5199859937
440	0.5198763912
441	0.5197232816
442	0.5195950358
443	0.5194318442
444	0.5192793739
445	0.5190776298
446	0.5189538967
447	0.5187372021
448	0.5186360894
449	0.5184432006
450	0.5182897623
451	0.5181242073
452	0.5180252481
453	0.5178799446
454	0.5177058757
455	0.517563751
456	0.5174142442
457	0.5172481925
458	0.5171029936
459	0.5169573648
460	0.5167994337
461	0.5166282857
462	0.5164899414
463	0.5163430415
464	0.5161362037
465	0.515981001
466	0.5158176693
467	0.5156861172
468	0.5155420507
469	0.5154156568
470	0.5152391681
471	0.5150729246
472	0.5149591048
473	0.5148105274
474	0.5147111952
475	0.5145932712
476	0.5144388585
477	0.5142869008
478	0.5141361721
479	0.5140736555
480	0.5139270475
481	0.5138056669
482	0.5136684859
483	0.5135607198
484	0.5134015328
485	0.5133212075
486	0.5131853353
487	0.513087023
488	0.5129418098
489	0.5127943812
490	0.5126068226
491	0.5124143663
492	0.5122602025
493	0.512074819
494	0.5118819616
495	0.5117659965
496	0.5115239363
497	0.5113811808
498	0.5112431575
499	0.5111163323
500	0.5109916118
501	0.5108325556
502	0.5106941497
503	0.5105424965
504	0.5104468536
505	0.5102943479
506	0.5101146613
507	0.5099681124
508	0.509777526
509	0.5096164237
510	0.5094747639
511	0.5092758321
512	0.50915098
513	0.5090305888
514	0.5088964723
515	0.5087822627
516	0.5087149309
517	0.5085686687
518	0.5084804714
519	0.5083827345
520	0.5082259993
521	0.5081136981
522	0.5079597924
523	0.5078040572
524	0.507672441
525	0.5075118303
526	0.5073752271
527	0.5072829943
528	0.507116469
529	0.5069630881
530	0.50685445
531	0.5067287657
532	0.5065932561
533	0.5064783099
534	0.5063291944
535	0.5062201648
536	0.5061548853
537	0.5060350489
538	0.5059431961
539	0.5058223178
540	0.5056676539
541	0.5055638424
542	0.5053756713
543	0.5052634056
544	0.5051638193
545	0.5050088677
546	0.5048674541
547	0.5047192181
548	0.5045834001
549	0.5044327861
550	0.5042936082
551	0.5041422755
552	0.5040178054
553	0.5038887486
554	0.5037859091
555	0.5036289481
556	0.5035482611
557	0.5034025055
558	0.5032924199
559	0.5031893789
560	0.5030903909
561	0.5029123656
562	0.502774368
563	0.5026414399
564	0.5024610439
565	0.50231616
566	0.502188925
567	0.5020422091
568	0.5018597586
569	0.5016990283
570	0.5016275302
571	0.5015144588
572	0.5013534657
573	0.5012390645
574	0.5011408193
575	0.5010011246
576	0.5009124381
577	0.5007300861
578	0.5005623522
579	0.5004480476
580	0.5003060316
581	0.5001499904
582	0.5000739024
583	0.4999534134
584	0.4998290484
585	0.4997647031
586	0.4995938616
587	0.4994788075
588	0.4993702667
589	0.4992350228
590	0.4991212394
591	0.49903533
592	0.4989099312
593	0.4987757618
594	0.4986140301
595	0.4985035176
596	0.4983651906
597	0.4982686102
598	0.4980952594
599	0.4980036475
600	0.4978696018
601	0.4977811222
602	0.4976821049
603	0.4974999857
604	0.4973841568
605	0.4972747777
606	0.4971939578
607	0.4970719373
608	0.4969786633
609	0.4968301898
610	0.4967419467
611	0.4966359118
612	0.4964569635
613	0.4963651472
614	0.4962601366
615	0.4961340394
616	0.4960482084
617	0.4959210609
618	0.495821782
619	0.4956722046
620	0.4955329106
621	0.495403173
622	0.4952536568
623	0.4951467765
624	0.4950019715
625	0.4948682149
626	0.494811384
627	0.4947143099
628	0.4946156332
629	0.494517727
630	0.4943714246
631	0.4942401037
632	0.4941469257
633	0.4939980572
634	0.493834867
635	0.4936864725
636	0.4935646342
637	0.493455991
638	0.4933469664
639	0.4932394341
640	0.4931708888
641	0.4930376265
642	0.4929927373
643	0.4929057995
644	0.4928003153
645	0.4927035491
646	0.4926219971
647	0.4925006583
648	0.4924438007
649	0.4922718106
650	0.4921718412
651	0.4920760633
652	0.4919577461
653	0.4918538951
654	0.4917266132
655	0.4916376466
656	0.4915143255
657	0.4913651641
658	0.4912918749
659	0.4911402743
660	0.4909710977
661	0.4908243251
662	0.4907316693
663	0.4906000102
664	0.4904304567
665	0.4903252434
666	0.4902522683
667	0.4901402866
668	0.4900024606
669	0.4898956109
670	0.4897657734
671	0.4896226398
672	0.4895288699
673	0.4893777087
674	0.4892166023
675	0.4891049041
676	0.4889891947
677	0.4889173785
678	0.4887284749
679	0.4885937343
680	0.4885003446
681	0.4884094745
682	0.4883171222
683	0.4881414745
684	0.4880550532
685	0.4878959525
686	0.4878023153
687	0.4876943408
688	0.4876052837
689	0.4875242611
690	0.4874393344
691	0.4873092106
692	0.4871752516
693	0.4870341738
694	0.4869196616
695	0.4867873449
696	0.4867112711
697	0.4866004997
698	0.4864577002
699	0.4863376026
700	0.4861707851
701	0.4860637821
702	0.485913023
703	0.4857767781
704	0.4856702762
705	0.4855300949
706	0.4853851087
707	0.4852855517
708	0.4851619743
709	0.4850472271
710	0.4849673357
711	0.4848626582
712	0.4847526973
713	0.4846281939
714	0.4844857117
715	0.4843832998
716	0.4842864938
717	0.4841677348
718	0.4840260183
719	0.4839187477
720	0.4837521353
721	0.4836695456
722	0.4835579504
723	0.483427661
724	0.483364977
725	0.4832281581
726	0.4831019778
727	0.4830226185
728	0.4828778134
729	0.4828001883
730	0.4826912401
731	0.4825731098
732	0.4824133232
733	0.4823235216
734	0.4822361016
735	0.4821323836
736	0.4820192697
737	0.4819378833
738	0.4818322399
739	0.4817255784
740	0.481563021
741	0.481418926
742	0.4812833762
743	0.4811558713
744	0.4810198269
745	0.4809265888
746	0.4808119772
747	0.4807196733
748	0.4806482883
749	0.4805591196
750	0.4805086687
751	0.4803497704
752	0.4802803373
753	0.4801585138
754	0.4800530833
755	0.4798784922
756	0.4797710419
757	0.4796700808
758	0.4794899197
759	0.4793678598
760	0.4792529386
761	0.479119953
762	0.4790158026
763	0.4789246097
764	0.4788301212
765	0.4787035954
766	0.4785799745
767	0.4785086669
768	0.4784169547
769	0.478316201
770	0.4782350445
771	0.4780933376
772	0.4780144609
773	0.4778721352
774	0.4777875549
775	0.4776527555
776	0.4775119793
777	0.4773398152
778	0.477184905
779	0.4770897411
780	0.4769644553
781	0.4768641387
782	0.4768258999
783	0.4766822864
784	0.4765790404
785	0.4764912319
786	0.4764146487
787	0.476298274
788	0.4761739834
789	0.4760511822
790	0.4759264292
791	0.4758540824
792	0.4757517381
793	0.4756075971
794	0.4754966425
795	0.4754183318
796	0.4753195404
797	0.4752105049
798	0.4751224453
799	0.475028146
800	0.4749772195
801	0.4748265615
802	0.4746811485
803	0.4746134706
804	0.4745442751
805	0.4744519764
806	0.4743251905
807	0.4741480257
808	0.4740462182
809	0.4738987504
810	0.4737788546
811	0.4736660257
812	0.4735531242
813	0.4734309891
814	0.4733420927
815	0.4732588214
816	0.4731778708
817	0.4730891747
818	0.4730122167
819	0.4728949189
820	0.4727932688
821	0.472664494
822	0.4725897539
823	0.4724464286
824	0.4723375077
825	0.4722205403
826	0.4721105858
827	0.472027474
828	0.4719014232
829	0.4717799149
830	0.4717293732
831	0.4716140385
832	0.4715153776
833	0.4713774152
834	0.4712951609
835	0.4711791933
836	0.4710993975
837	0.4709835506
838	0.4709117652
839	0.4707913258
840	0.4706958905
841	0.4706179593
842	0.4704973203
843	0.4704032534
844	0.4702822991
845	0.4701438796
846	0.4700482482
847	0.4699259918
848	0.4698272844
849	0.4697587133
850	0.4696014381
851	0.4695167127
852	0.4694332812
853	0.4693399909
854	0.4691920404
855	0.4691222663
856	0.4690299577
857	0.4689261149
858	0.4688106943
859	0.4687234418
860	0.4685649375
861	0.4685303767
862	0.468430358
863	0.4682977291
864	0.4681888871
865	0.4680918544
866	0.4679901411
867	0.4679024729
868	0.4677782132
869	0.4677228449
870	0.4676262937
871	0.4675241764
872	0.4673862779
873	0.4673255363
874	0.4671559471
875	0.4670603119
876	0.466938819
877	0.466859375
878	0.4667507586
879	0.4666344443
880	0.4665572854
881	0.4665115699
882	0.4664610745
883	0.4663301876
884	0.4662203663
885	0.4660962085
886	0.4659716389
887	0.4658557477
888	0.4657698655
889	0.4656947282
890	0.4655801732
891	0.4654499041
892	0.4653586476
893	0.465226376
894	0.4651127956
895	0.4649883152
896	0.4648772386
897	0.4648131893
898	0.4647249323
899	0.4646385359
900	0.4644875686
901	0.464369126
902	0.4642938695
903	0.4641616771
904	0.4640339238
905	0.463900797
906	0.4638222028
907	0.4636826423
908	0.4635785827
909	0.4634736279
910	0.4633640136
911	0.4633009411
912	0.4632307445
913	0.4631463619
914	0.4630832446
915	0.4630060951
916	0.462911211
917	0.4627766274
918	0.4627275527
919	0.4626388113
920	0.4625758896
921	0.4624842224
922	0.4624175489
923	0.4623124917
924	0.4622592534
925	0.4621466634
926	0.4620466444
927	0.4619277615
928	0.4618583367
929	0.4617529062
930	0.4616518701
931	0.4615585054
932	0.4614427205
933	0.4613091866
934	0.4612405236
935	0.4611414284
936	0.4610468187
937	0.4610023205
938	0.4609170276
939	0.4608422177
940	0.4607304152
941	0.4606549344
942	0.4605549585
943	0.4604086383
944	0.4602984088
945	0.4602025441
946	0.4600636789
947	0.4599633637
948	0.4598699398
949	0.4598114164
950	0.4597349228
951	0.4596398768
952	0.4595695053
953	0.4594896731
954	0.4594238591
955	0.4593172936
956	0.459222678
957	0.4591413069
958	0.4589922926
959	0.4589267937
960	0.4588542803
961	0.4587636097
962	0.4586508866
963	0.4585731484
964	0.4584668178
965	0.4583674466
966	0.4582912919
967	0.4582125453
968	0.4581328834
969	0.4579945593
970	0.4579333249
971	0.4578294125
972	0.4577207688
973	0.4576129052
974	0.457452988
975	0.4573435972
976	0.45727167
977	0.4571818313
978	0.4570274158
979	0.4569356514
980	0.4568723902
981	0.4568096339
982	0.4566981248
983	0.456601428
984	0.4564586146
985	0.4563789691
986	0.4562740708
987	0.4561392634
988	0.4560540962
989	0.4559774527
990	0.4558923271
991	0.4558160825
992	0.4556789656
993	0.4555532026
994	0.4554967485
995	0.4553560886
996	0.4552820034
997	0.4552160293
998	0.455068097
999	0.4549748701
