,brawlername,event.mode,event.map,total_games,total_draws,total_wins,winrate
1642,DYNAMIKE,heist,Safe Zone,4,0.0,4.0,1.0
1643,DYNAMIKE,heist,Pit Stop,359,0.0,278.0,0.7743732590529248
1644,DYNAMIKE,heist,Kaboom Canyon,25,0.0,20.0,0.8
1645,DYNAMIKE,heist,Hot Potato,115,0.0,87.0,0.7565217391304347
1646,DYNAMIKE,heist,Bridge Too Far,1,0.0,0.0,0.0
1647,DYNAMIKE,gemGrab,Undermine,20,0.0,15.0,0.75
1648,DYNAMIKE,gemGrab,Minecart Madness,55,0.0,49.0,0.8909090909090909
1649,DYNAMIKE,gemGrab,Hard Rock Mine,6,0.0,5.0,0.8333333333333334
1650,DYNAMIKE,gemGrab,Gem Fort,13,0.0,8.0,0.6153846153846154
1651,DYNAMIKE,gemGrab,Double Swoosh,21,0.0,17.0,0.8095238095238095
1652,DYNAMIKE,gemGrab,Deep Diner,215,0.0,179.0,0.8325581395348837
1653,DYNAMIKE,gemGrab,Crystal Arcade,20,0.0,15.0,0.75
1654,DYNAMIKE,brawlBall,Super Beach,295,6.0,191.0,0.6474576271186441
1655,DYNAMIKE,brawlBall,Sunny Soccer,378,1.0,290.0,0.7671957671957672
1656,DYNAMIKE,brawlBall,Sneaky Fields,85,0.0,64.0,0.7529411764705882
1657,DYNAMIKE,brawlBall,Pinhole Punt,58,2.0,49.0,0.8448275862068966
1658,DYNAMIKE,brawlBall,Center Stage,86,0.0,70.0,0.813953488372093
1659,DYNAMIKE,brawlBall,Beach Ball,367,4.0,298.0,0.8119891008174387
1660,DYNAMIKE,brawlBall,Backyard Bowl,41,0.0,30.0,0.7317073170731707
1661,DYNAMIKE,bounty,Temple Ruins,6,0.0,6.0,1.0
1662,DYNAMIKE,bounty,Shooting Star,6,0.0,5.0,0.8333333333333334
1663,DYNAMIKE,bounty,Layer Cake,37,0.0,29.0,0.7837837837837838
1664,DYNAMIKE,bounty,Hideout,20,0.0,19.0,0.95
1665,DYNAMIKE,bounty,Excel,53,0.0,50.0,0.9433962264150944
1666,DYNAMIKE,bounty,Dry Season,6,0.0,6.0,1.0
1667,DYNAMIKE,bounty,Canal Grande,2,0.0,2.0,1.0
1668,DARRYL,knockout,X Marks the Spot,4,0.0,3.0,0.75
1669,DARRYL,knockout,Riverside,4,0.0,4.0,1.0
1670,DARRYL,knockout,Out in the Open,3,0.0,1.0,0.3333333333333333
1671,DARRYL,knockout,New Perspective,8,0.0,6.0,0.75
1672,DARRYL,knockout,Goldarm Gulch,3,0.0,3.0,1.0
1673,DARRYL,knockout,Flaring Phoenix,3,0.0,2.0,0.6666666666666666
1674,DARRYL,knockout,Belle`s Rock,5,0.0,4.0,0.8
1675,DARRYL,hotZone,Split,56,0.0,40.0,0.7142857142857143
1676,DARRYL,hotZone,Ring of Fire,8,0.0,7.0,0.875
1677,DARRYL,hotZone,Quarter Pounder,10,0.0,9.0,0.9
1678,DARRYL,hotZone,Parallel Plays,5,0.0,5.0,1.0
1679,DARRYL,hotZone,Open Zone,3,0.0,3.0,1.0
1680,DARRYL,hotZone,Dueling Beetles,19,0.0,18.0,0.9473684210526315
1681,DARRYL,hotZone,Controller Chaos,19,0.0,16.0,0.8421052631578947
1682,DARRYL,heist,Tornado Ring,238,0.0,175.0,0.7352941176470589
1683,DARRYL,heist,Snaked Assault,140,0.0,111.0,0.7928571428571428
1684,DARRYL,heist,Safe Zone,9,0.0,6.0,0.6666666666666666
1685,DARRYL,heist,Pit Stop,377,2.0,308.0,0.8169761273209549
1686,DARRYL,heist,Kaboom Canyon,37,0.0,28.0,0.7567567567567568
1687,DARRYL,heist,Hot Potato,49,0.0,31.0,0.6326530612244898
1688,DARRYL,heist,Bridge Too Far,15,0.0,8.0,0.5333333333333333
1689,DARRYL,gemGrab,Undermine,6,0.0,4.0,0.6666666666666666
1690,DARRYL,gemGrab,Minecart Madness,14,0.0,13.0,0.9285714285714286
1691,DARRYL,gemGrab,Hard Rock Mine,8,0.0,7.0,0.875
1692,DARRYL,gemGrab,Gem Fort,5,0.0,5.0,1.0
1693,DARRYL,gemGrab,Double Swoosh,14,0.0,10.0,0.7142857142857143
1694,DARRYL,gemGrab,Deep Diner,16,0.0,14.0,0.875
1695,DARRYL,gemGrab,Crystal Arcade,20,0.0,12.0,0.6
1696,DARRYL,brawlBall,Super Beach,60,0.0,45.0,0.75
1697,DARRYL,brawlBall,Sunny Soccer,132,0.0,91.0,0.6893939393939394
1698,DARRYL,brawlBall,Sneaky Fields,131,0.0,104.0,0.7938931297709924
1699,DARRYL,brawlBall,Pinhole Punt,107,1.0,83.0,0.7757009345794392
1700,DARRYL,brawlBall,Center Stage,123,0.0,86.0,0.6991869918699187
1701,DARRYL,brawlBall,Beach Ball,83,1.0,63.0,0.7590361445783133
1702,DARRYL,brawlBall,Backyard Bowl,40,0.0,32.0,0.8
1703,DARRYL,bounty,Shooting Star,3,0.0,2.0,0.6666666666666666
1704,DARRYL,bounty,Layer Cake,5,0.0,3.0,0.6
1705,DARRYL,bounty,Hideout,2,0.0,2.0,1.0
1706,DARRYL,bounty,Excel,10,0.0,9.0,0.9
1707,DARRYL,bounty,Dry Season,2,0.0,2.0,1.0
1708,CROW,knockout,X Marks the Spot,24,0.0,22.0,0.9166666666666666
1709,CROW,knockout,Riverside,14,0.0,12.0,0.8571428571428571
1710,CROW,knockout,Out in the Open,66,1.0,52.0,0.7878787878787878
1711,CROW,knockout,New Perspective,25,0.0,21.0,0.84
1712,CROW,knockout,Goldarm Gulch,12,0.0,12.0,1.0
1713,CROW,knockout,Flaring Phoenix,9,0.0,7.0,0.7777777777777778
1714,CROW,knockout,Belle`s Rock,15,0.0,12.0,0.8
1715,CROW,hotZone,Split,26,0.0,22.0,0.8461538461538461
1716,CROW,hotZone,Ring of Fire,101,0.0,82.0,0.8118811881188119
1717,CROW,hotZone,Quarter Pounder,62,0.0,58.0,0.9354838709677419
1718,CROW,hotZone,Parallel Plays,33,0.0,29.0,0.8787878787878788
1719,CROW,hotZone,Open Zone,234,0.0,190.0,0.811965811965812
1720,CROW,hotZone,Dueling Beetles,69,0.0,56.0,0.8115942028985508
1721,CROW,hotZone,Controller Chaos,61,0.0,51.0,0.8360655737704918
1722,CROW,heist,Tornado Ring,44,0.0,35.0,0.7954545454545454
1723,CROW,heist,Snaked Assault,14,0.0,12.0,0.8571428571428571
1724,CROW,heist,Safe Zone,7,0.0,5.0,0.7142857142857143
1725,CROW,heist,Pit Stop,5,0.0,4.0,0.8
1726,CROW,heist,Kaboom Canyon,104,1.0,79.0,0.7596153846153846
1727,CROW,heist,Hot Potato,2,0.0,1.0,0.5
1728,CROW,heist,Bridge Too Far,1,0.0,1.0,1.0
1729,CROW,gemGrab,Undermine,191,0.0,143.0,0.7486910994764397
1730,CROW,gemGrab,Minecart Madness,329,0.0,255.0,0.7750759878419453
1731,CROW,gemGrab,Hard Rock Mine,41,0.0,33.0,0.8048780487804879
1732,CROW,gemGrab,Gem Fort,199,0.0,149.0,0.7487437185929648
1733,CROW,gemGrab,Double Swoosh,237,0.0,175.0,0.7383966244725738
1734,CROW,gemGrab,Deep Diner,204,0.0,170.0,0.8333333333333334
1735,CROW,gemGrab,Crystal Arcade,146,0.0,118.0,0.8082191780821918
1736,CROW,brawlBall,Super Beach,65,0.0,43.0,0.6615384615384615
1737,CROW,brawlBall,Sunny Soccer,88,1.0,64.0,0.7272727272727273
1738,CROW,brawlBall,Sneaky Fields,158,3.0,114.0,0.7215189873417721
1739,CROW,brawlBall,Pinhole Punt,699,13.0,506.0,0.7238912732474965
1740,CROW,brawlBall,Center Stage,289,3.0,201.0,0.6955017301038062
1741,CROW,brawlBall,Beach Ball,275,1.0,211.0,0.7672727272727272
1742,CROW,brawlBall,Backyard Bowl,502,8.0,384.0,0.7649402390438247
1743,CROW,bounty,Temple Ruins,3,0.0,2.0,0.6666666666666666
1744,CROW,bounty,Shooting Star,37,0.0,33.0,0.8918918918918919
1745,CROW,bounty,Layer Cake,14,0.0,10.0,0.7142857142857143
1746,CROW,bounty,Hideout,27,0.0,25.0,0.9259259259259259
1747,CROW,bounty,Excel,4,0.0,4.0,1.0
1748,CROW,bounty,Dry Season,19,0.0,14.0,0.7368421052631579
1749,CROW,bounty,Canal Grande,2,0.0,2.0,1.0
1750,COLT,knockout,X Marks the Spot,30,0.0,24.0,0.8
1751,COLT,knockout,Riverside,50,0.0,41.0,0.82
1752,COLT,knockout,Out in the Open,53,1.0,44.0,0.8301886792452831
1753,COLT,knockout,New Perspective,11,0.0,8.0,0.7272727272727273
1754,COLT,knockout,Goldarm Gulch,5,0.0,5.0,1.0
1755,COLT,knockout,Flaring Phoenix,3,0.0,3.0,1.0
1756,COLT,knockout,Belle`s Rock,33,0.0,27.0,0.8181818181818182
1757,COLT,hotZone,Split,80,0.0,71.0,0.8875
1758,COLT,hotZone,Ring of Fire,11,0.0,9.0,0.8181818181818182
1759,COLT,hotZone,Quarter Pounder,19,0.0,16.0,0.8421052631578947
1760,COLT,hotZone,Parallel Plays,2,0.0,2.0,1.0
1761,COLT,hotZone,Open Zone,11,0.0,10.0,0.9090909090909091
1762,COLT,hotZone,Dueling Beetles,32,0.0,30.0,0.9375
1763,COLT,hotZone,Controller Chaos,40,0.0,35.0,0.875
1764,COLT,heist,Tornado Ring,324,1.0,254.0,0.7839506172839507
1765,COLT,heist,Snaked Assault,367,0.0,296.0,0.8065395095367848
1766,COLT,heist,Safe Zone,201,0.0,162.0,0.8059701492537313
1767,COLT,heist,Pit Stop,334,1.0,263.0,0.7874251497005988
1768,COLT,heist,Kaboom Canyon,258,1.0,214.0,0.8294573643410853
1769,COLT,heist,Hot Potato,69,0.0,59.0,0.855072463768116
1770,COLT,heist,Bridge Too Far,102,0.0,73.0,0.7156862745098039
1771,COLT,gemGrab,Undermine,16,0.0,10.0,0.625
1772,COLT,gemGrab,Minecart Madness,45,0.0,35.0,0.7777777777777778
1773,COLT,gemGrab,Hard Rock Mine,5,0.0,4.0,0.8
1774,COLT,gemGrab,Gem Fort,12,0.0,9.0,0.75
1775,COLT,gemGrab,Double Swoosh,12,0.0,10.0,0.8333333333333334
1776,COLT,gemGrab,Deep Diner,72,0.0,54.0,0.75
1777,COLT,gemGrab,Crystal Arcade,35,0.0,33.0,0.9428571428571428
1778,COLT,brawlBall,Super Beach,68,2.0,49.0,0.7205882352941176
1779,COLT,brawlBall,Sunny Soccer,75,2.0,48.0,0.64
1780,COLT,brawlBall,Sneaky Fields,132,0.0,120.0,0.9090909090909091
1781,COLT,brawlBall,Pinhole Punt,173,4.0,132.0,0.7630057803468208
1782,COLT,brawlBall,Center Stage,171,1.0,128.0,0.7485380116959064
1783,COLT,brawlBall,Beach Ball,195,1.0,143.0,0.7333333333333333
1784,COLT,brawlBall,Backyard Bowl,332,3.0,262.0,0.7891566265060241
1785,COLT,bounty,Shooting Star,48,0.0,38.0,0.7916666666666666
1786,COLT,bounty,Layer Cake,15,0.0,13.0,0.8666666666666667
1787,COLT,bounty,Hideout,63,0.0,57.0,0.9047619047619048
1788,COLT,bounty,Excel,6,0.0,6.0,1.0
1789,COLT,bounty,Dry Season,32,0.0,29.0,0.90625
1790,COLETTE,knockout,X Marks the Spot,2,0.0,2.0,1.0
1791,COLETTE,knockout,Out in the Open,6,0.0,5.0,0.8333333333333334
1792,COLETTE,knockout,Goldarm Gulch,2,0.0,1.0,0.5
1793,COLETTE,knockout,Flaring Phoenix,6,0.0,3.0,0.5
1794,COLETTE,knockout,Belle`s Rock,3,0.0,1.0,0.3333333333333333
1795,COLETTE,hotZone,Split,31,0.0,24.0,0.7741935483870968
1796,COLETTE,hotZone,Ring of Fire,21,0.0,21.0,1.0
1797,COLETTE,hotZone,Quarter Pounder,35,0.0,30.0,0.8571428571428571
1798,COLETTE,hotZone,Parallel Plays,16,0.0,11.0,0.6875
1799,COLETTE,hotZone,Open Zone,8,0.0,6.0,0.75
1800,COLETTE,hotZone,Dueling Beetles,35,0.0,28.0,0.8
1801,COLETTE,hotZone,Controller Chaos,30,0.0,28.0,0.9333333333333333
1802,COLETTE,heist,Tornado Ring,97,1.0,71.0,0.7319587628865979
1803,COLETTE,heist,Snaked Assault,117,0.0,92.0,0.7863247863247863
1804,COLETTE,heist,Safe Zone,71,0.0,47.0,0.6619718309859155
1805,COLETTE,heist,Pit Stop,33,0.0,28.0,0.8484848484848485
1806,COLETTE,heist,Kaboom Canyon,357,1.0,280.0,0.7843137254901961
1807,COLETTE,heist,Hot Potato,23,0.0,14.0,0.6086956521739131
1808,COLETTE,heist,Bridge Too Far,38,0.0,23.0,0.6052631578947368
1809,COLETTE,gemGrab,Undermine,4,0.0,4.0,1.0
1810,COLETTE,gemGrab,Minecart Madness,21,0.0,17.0,0.8095238095238095
1811,COLETTE,gemGrab,Hard Rock Mine,10,0.0,9.0,0.9
1812,COLETTE,gemGrab,Gem Fort,9,0.0,7.0,0.7777777777777778
1813,COLETTE,gemGrab,Double Swoosh,6,0.0,4.0,0.6666666666666666
1814,COLETTE,gemGrab,Deep Diner,8,0.0,7.0,0.875
1815,COLETTE,gemGrab,Crystal Arcade,5,0.0,3.0,0.6
1816,COLETTE,brawlBall,Super Beach,19,0.0,12.0,0.631578947368421
1817,COLETTE,brawlBall,Sunny Soccer,50,0.0,40.0,0.8
1818,COLETTE,brawlBall,Sneaky Fields,30,1.0,25.0,0.8333333333333334
1819,COLETTE,brawlBall,Pinhole Punt,68,1.0,48.0,0.7058823529411765
1820,COLETTE,brawlBall,Center Stage,74,1.0,49.0,0.6621621621621622
1821,COLETTE,brawlBall,Beach Ball,71,0.0,64.0,0.9014084507042254
1822,COLETTE,brawlBall,Backyard Bowl,93,1.0,74.0,0.7956989247311828
1823,COLETTE,bounty,Layer Cake,1,0.0,1.0,1.0
1824,COLETTE,bounty,Hideout,8,0.0,7.0,0.875
1825,CHESTER,knockout,X Marks the Spot,53,0.0,39.0,0.7358490566037735
1826,CHESTER,knockout,Riverside,20,0.0,17.0,0.85
1827,CHESTER,knockout,Out in the Open,91,0.0,71.0,0.7802197802197802
1828,CHESTER,knockout,New Perspective,70,0.0,57.0,0.8142857142857143
1829,CHESTER,knockout,Goldarm Gulch,60,0.0,47.0,0.7833333333333333
1830,CHESTER,knockout,Flaring Phoenix,12,0.0,9.0,0.75
1831,CHESTER,knockout,Belle`s Rock,39,0.0,31.0,0.7948717948717948
1832,CHESTER,hotZone,Split,235,0.0,189.0,0.8042553191489362
1833,CHESTER,hotZone,Ring of Fire,167,0.0,120.0,0.718562874251497
1834,CHESTER,hotZone,Quarter Pounder,455,0.0,363.0,0.7978021978021979
1835,CHESTER,hotZone,Parallel Plays,293,2.0,233.0,0.7952218430034129
1836,CHESTER,hotZone,Open Zone,36,0.0,22.0,0.6111111111111112
1837,CHESTER,hotZone,Dueling Beetles,129,0.0,110.0,0.8527131782945736
1838,CHESTER,hotZone,Controller Chaos,143,0.0,115.0,0.8041958041958042
1839,CHESTER,heist,Tornado Ring,169,0.0,128.0,0.757396449704142
1840,CHESTER,heist,Snaked Assault,139,0.0,110.0,0.7913669064748201
1841,CHESTER,heist,Safe Zone,14,0.0,10.0,0.7142857142857143
1842,CHESTER,heist,Pit Stop,99,0.0,75.0,0.7575757575757576
1843,CHESTER,heist,Kaboom Canyon,75,1.0,61.0,0.8133333333333334
1844,CHESTER,heist,Hot Potato,11,0.0,7.0,0.6363636363636364
1845,CHESTER,heist,Bridge Too Far,7,0.0,6.0,0.8571428571428571
1846,CHESTER,gemGrab,Undermine,339,0.0,253.0,0.7463126843657817
1847,CHESTER,gemGrab,Minecart Madness,363,0.0,281.0,0.7741046831955923
1848,CHESTER,gemGrab,Hard Rock Mine,166,0.0,128.0,0.7710843373493976
1849,CHESTER,gemGrab,Gem Fort,272,0.0,207.0,0.7610294117647058
1850,CHESTER,gemGrab,Double Swoosh,479,0.0,347.0,0.7244258872651357
1851,CHESTER,gemGrab,Deep Diner,336,0.0,259.0,0.7708333333333334
1852,CHESTER,gemGrab,Crystal Arcade,343,0.0,279.0,0.8134110787172012
1853,CHESTER,brawlBall,Super Beach,294,4.0,209.0,0.7108843537414966
1854,CHESTER,brawlBall,Sunny Soccer,763,8.0,570.0,0.747051114023591
1855,CHESTER,brawlBall,Sneaky Fields,574,8.0,408.0,0.710801393728223
1856,CHESTER,brawlBall,Pinhole Punt,1036,11.0,793.0,0.7654440154440154
1857,CHESTER,brawlBall,Center Stage,1241,16.0,930.0,0.7493956486704271
1858,CHESTER,brawlBall,Beach Ball,847,4.0,660.0,0.7792207792207793
1859,CHESTER,brawlBall,Backyard Bowl,394,6.0,306.0,0.7766497461928934
1860,CHESTER,bounty,Temple Ruins,3,0.0,3.0,1.0
1861,CHESTER,bounty,Shooting Star,23,0.0,19.0,0.8260869565217391
1862,CHESTER,bounty,Layer Cake,70,0.0,53.0,0.7571428571428571
1863,CHESTER,bounty,Hideout,47,0.0,36.0,0.7659574468085106
1864,CHESTER,bounty,Excel,4,0.0,3.0,0.75
1865,CHESTER,bounty,Dry Season,21,0.0,15.0,0.7142857142857143
1866,CHESTER,bounty,Canal Grande,8,0.0,1.0,0.125
1867,CARL,knockout,X Marks the Spot,41,0.0,36.0,0.8780487804878049
1868,CARL,knockout,Riverside,23,0.0,21.0,0.9130434782608695
1869,CARL,knockout,Out in the Open,72,0.0,52.0,0.7222222222222222
1870,CARL,knockout,New Perspective,9,0.0,5.0,0.5555555555555556
1871,CARL,knockout,Goldarm Gulch,10,0.0,6.0,0.6
1872,CARL,knockout,Flaring Phoenix,36,0.0,30.0,0.8333333333333334
1873,CARL,knockout,Belle`s Rock,69,0.0,49.0,0.7101449275362319
1874,CARL,hotZone,Split,8,0.0,8.0,1.0
1875,CARL,hotZone,Ring of Fire,29,0.0,23.0,0.7931034482758621
1876,CARL,hotZone,Quarter Pounder,58,0.0,44.0,0.7586206896551724
1877,CARL,hotZone,Parallel Plays,21,0.0,18.0,0.8571428571428571
1878,CARL,hotZone,Open Zone,44,0.0,35.0,0.7954545454545454
1879,CARL,hotZone,Dueling Beetles,117,0.0,90.0,0.7692307692307693
1880,CARL,hotZone,Controller Chaos,36,0.0,29.0,0.8055555555555556
1881,CARL,heist,Tornado Ring,6,0.0,6.0,1.0
1882,CARL,heist,Snaked Assault,13,0.0,10.0,0.7692307692307693
1883,CARL,heist,Safe Zone,26,0.0,19.0,0.7307692307692307
1884,CARL,heist,Pit Stop,50,0.0,38.0,0.76
1885,CARL,heist,Kaboom Canyon,41,0.0,31.0,0.7560975609756098
1886,CARL,heist,Hot Potato,5,0.0,5.0,1.0
1887,CARL,heist,Bridge Too Far,4,0.0,2.0,0.5
1888,CARL,gemGrab,Undermine,67,0.0,53.0,0.7910447761194029
1889,CARL,gemGrab,Minecart Madness,172,0.0,133.0,0.7732558139534884
1890,CARL,gemGrab,Hard Rock Mine,52,0.0,39.0,0.75
1891,CARL,gemGrab,Gem Fort,65,0.0,49.0,0.7538461538461538
1892,CARL,gemGrab,Double Swoosh,54,0.0,41.0,0.7592592592592593
1893,CARL,gemGrab,Deep Diner,186,0.0,144.0,0.7741935483870968
1894,CARL,gemGrab,Crystal Arcade,130,0.0,104.0,0.8
1895,CARL,brawlBall,Super Beach,47,0.0,35.0,0.7446808510638298
1896,CARL,brawlBall,Sunny Soccer,218,2.0,156.0,0.7155963302752294
1897,CARL,brawlBall,Sneaky Fields,47,0.0,32.0,0.6808510638297872
1898,CARL,brawlBall,Pinhole Punt,266,4.0,197.0,0.7406015037593985
1899,CARL,brawlBall,Center Stage,86,0.0,67.0,0.7790697674418605
1900,CARL,brawlBall,Beach Ball,214,1.0,159.0,0.7429906542056075
1901,CARL,brawlBall,Backyard Bowl,150,2.0,120.0,0.8
1902,CARL,bounty,Temple Ruins,3,0.0,2.0,0.6666666666666666
1903,CARL,bounty,Shooting Star,21,0.0,17.0,0.8095238095238095
1904,CARL,bounty,Layer Cake,50,0.0,37.0,0.74
1905,CARL,bounty,Hideout,38,0.0,31.0,0.8157894736842105
1906,CARL,bounty,Excel,15,0.0,15.0,1.0
1907,CARL,bounty,Dry Season,117,0.0,80.0,0.6837606837606838
1908,CARL,bounty,Canal Grande,2,0.0,2.0,1.0
1909,BYRON,knockout,X Marks the Spot,35,0.0,31.0,0.8857142857142857
1910,BYRON,knockout,Riverside,36,0.0,28.0,0.7777777777777778
1911,BYRON,knockout,Out in the Open,17,0.0,11.0,0.6470588235294118
1912,BYRON,knockout,New Perspective,5,0.0,2.0,0.4
1913,BYRON,knockout,Goldarm Gulch,1,0.0,1.0,1.0
1914,BYRON,knockout,Flaring Phoenix,8,0.0,6.0,0.75
1915,BYRON,knockout,Belle`s Rock,26,0.0,19.0,0.7307692307692307
1916,BYRON,hotZone,Split,1,0.0,0.0,0.0
1917,BYRON,hotZone,Ring of Fire,3,0.0,3.0,1.0
1918,BYRON,hotZone,Quarter Pounder,19,0.0,16.0,0.8421052631578947
1919,BYRON,hotZone,Parallel Plays,13,0.0,12.0,0.9230769230769231
1920,BYRON,hotZone,Open Zone,23,0.0,17.0,0.7391304347826086
1921,BYRON,hotZone,Dueling Beetles,14,0.0,9.0,0.6428571428571429
1922,BYRON,hotZone,Controller Chaos,4,0.0,2.0,0.5
1923,BYRON,heist,Safe Zone,2,0.0,2.0,1.0
1924,BYRON,heist,Kaboom Canyon,23,0.0,15.0,0.6521739130434783
1925,BYRON,heist,Hot Potato,1,0.0,0.0,0.0
1926,BYRON,heist,Bridge Too Far,6,0.0,3.0,0.5
1927,BYRON,gemGrab,Undermine,8,0.0,6.0,0.75
1928,BYRON,gemGrab,Minecart Madness,90,0.0,65.0,0.7222222222222222
1929,BYRON,gemGrab,Hard Rock Mine,17,0.0,14.0,0.8235294117647058
1930,BYRON,gemGrab,Gem Fort,3,0.0,1.0,0.3333333333333333
1931,BYRON,gemGrab,Double Swoosh,8,0.0,6.0,0.75
1932,BYRON,gemGrab,Deep Diner,62,0.0,52.0,0.8387096774193549
1933,BYRON,gemGrab,Crystal Arcade,40,0.0,31.0,0.775
1934,BYRON,brawlBall,Super Beach,31,0.0,24.0,0.7741935483870968
1935,BYRON,brawlBall,Sunny Soccer,15,0.0,7.0,0.4666666666666667
1936,BYRON,brawlBall,Sneaky Fields,31,0.0,18.0,0.5806451612903226
1937,BYRON,brawlBall,Pinhole Punt,39,0.0,29.0,0.7435897435897436
1938,BYRON,brawlBall,Center Stage,13,1.0,8.0,0.6153846153846154
1939,BYRON,brawlBall,Beach Ball,54,0.0,46.0,0.8518518518518519
1940,BYRON,brawlBall,Backyard Bowl,62,0.0,48.0,0.7741935483870968
1941,BYRON,bounty,Temple Ruins,1,0.0,1.0,1.0
1942,BYRON,bounty,Shooting Star,83,0.0,57.0,0.6867469879518072
1943,BYRON,bounty,Layer Cake,35,0.0,22.0,0.6285714285714286
1944,BYRON,bounty,Hideout,40,0.0,35.0,0.875
1945,BYRON,bounty,Excel,1,0.0,1.0,1.0
1946,BYRON,bounty,Dry Season,52,0.0,31.0,0.5961538461538461
1947,BUZZ,knockout,X Marks the Spot,4,0.0,3.0,0.75
1948,BUZZ,knockout,Riverside,2,0.0,2.0,1.0
1949,BUZZ,knockout,Out in the Open,7,0.0,6.0,0.8571428571428571
1950,BUZZ,knockout,New Perspective,2,0.0,0.0,0.0
1951,BUZZ,knockout,Goldarm Gulch,4,0.0,4.0,1.0
1952,BUZZ,knockout,Flaring Phoenix,8,0.0,8.0,1.0
1953,BUZZ,knockout,Belle`s Rock,5,0.0,4.0,0.8
1954,BUZZ,hotZone,Split,84,0.0,69.0,0.8214285714285714
1955,BUZZ,hotZone,Ring of Fire,3,0.0,3.0,1.0
1956,BUZZ,hotZone,Quarter Pounder,31,0.0,29.0,0.9354838709677419
1957,BUZZ,hotZone,Parallel Plays,35,0.0,29.0,0.8285714285714286
1958,BUZZ,hotZone,Open Zone,4,0.0,3.0,0.75
1959,BUZZ,hotZone,Dueling Beetles,16,0.0,14.0,0.875
1960,BUZZ,hotZone,Controller Chaos,34,0.0,29.0,0.8529411764705882
1961,BUZZ,heist,Tornado Ring,113,0.0,82.0,0.7256637168141593
1962,BUZZ,heist,Snaked Assault,69,0.0,57.0,0.8260869565217391
1963,BUZZ,heist,Safe Zone,14,0.0,10.0,0.7142857142857143
1964,BUZZ,heist,Pit Stop,343,0.0,277.0,0.8075801749271136
1965,BUZZ,heist,Kaboom Canyon,18,0.0,15.0,0.8333333333333334
1966,BUZZ,heist,Hot Potato,26,0.0,24.0,0.9230769230769231
1967,BUZZ,heist,Bridge Too Far,7,0.0,4.0,0.5714285714285714
1968,BUZZ,gemGrab,Undermine,45,0.0,28.0,0.6222222222222222
1969,BUZZ,gemGrab,Minecart Madness,31,0.0,21.0,0.6774193548387096
1970,BUZZ,gemGrab,Hard Rock Mine,15,0.0,14.0,0.9333333333333333
1971,BUZZ,gemGrab,Gem Fort,46,0.0,38.0,0.8260869565217391
1972,BUZZ,gemGrab,Double Swoosh,32,0.0,25.0,0.78125
1973,BUZZ,gemGrab,Deep Diner,83,0.0,62.0,0.7469879518072289
1974,BUZZ,gemGrab,Crystal Arcade,82,0.0,63.0,0.7682926829268293
1975,BUZZ,brawlBall,Super Beach,109,0.0,70.0,0.6422018348623854
1976,BUZZ,brawlBall,Sunny Soccer,279,3.0,193.0,0.6917562724014337
1977,BUZZ,brawlBall,Sneaky Fields,325,1.0,242.0,0.7446153846153846
1978,BUZZ,brawlBall,Pinhole Punt,249,1.0,199.0,0.7991967871485943
1979,BUZZ,brawlBall,Center Stage,447,8.0,328.0,0.7337807606263982
1980,BUZZ,brawlBall,Beach Ball,237,1.0,180.0,0.759493670886076
1981,BUZZ,brawlBall,Backyard Bowl,107,2.0,84.0,0.7850467289719626
1982,BUZZ,bounty,Temple Ruins,2,0.0,1.0,0.5
1983,BUZZ,bounty,Shooting Star,1,0.0,1.0,1.0
1984,BUZZ,bounty,Layer Cake,19,0.0,7.0,0.3684210526315789
1985,BUZZ,bounty,Hideout,7,0.0,7.0,1.0
1986,BUZZ,bounty,Excel,19,0.0,17.0,0.8947368421052632
1987,BUZZ,bounty,Dry Season,8,0.0,4.0,0.5
1988,BUZZ,bounty,Canal Grande,3,0.0,3.0,1.0
1989,BUSTER,knockout,X Marks the Spot,56,0.0,44.0,0.7857142857142857
1990,BUSTER,knockout,Riverside,1,0.0,1.0,1.0
1991,BUSTER,knockout,Out in the Open,38,0.0,25.0,0.6578947368421053
1992,BUSTER,knockout,New Perspective,18,0.0,16.0,0.8888888888888888
1993,BUSTER,knockout,Goldarm Gulch,32,0.0,14.0,0.4375
1994,BUSTER,knockout,Flaring Phoenix,15,0.0,10.0,0.6666666666666666
1995,BUSTER,knockout,Belle`s Rock,10,0.0,7.0,0.7
1996,BUSTER,hotZone,Split,296,0.0,232.0,0.7837837837837838
1997,BUSTER,hotZone,Ring of Fire,141,0.0,91.0,0.6453900709219859
1998,BUSTER,hotZone,Quarter Pounder,160,0.0,132.0,0.825
1999,BUSTER,hotZone,Parallel Plays,190,0.0,161.0,0.8473684210526315
2000,BUSTER,hotZone,Open Zone,17,0.0,15.0,0.8823529411764706
2001,BUSTER,hotZone,Dueling Beetles,165,0.0,136.0,0.8242424242424242
2002,BUSTER,hotZone,Controller Chaos,226,0.0,185.0,0.8185840707964602
2003,BUSTER,heist,Tornado Ring,10,0.0,9.0,0.9
2004,BUSTER,heist,Snaked Assault,5,0.0,3.0,0.6
2005,BUSTER,heist,Safe Zone,2,0.0,2.0,1.0
2006,BUSTER,heist,Pit Stop,3,0.0,3.0,1.0
2007,BUSTER,heist,Kaboom Canyon,7,0.0,7.0,1.0
2008,BUSTER,heist,Bridge Too Far,4,0.0,3.0,0.75
