,brawlername,event.mode,event.map,total_games,total_draws,total_wins,winrate
2009,BUSTER,gemGrab,Undermine,128,0.0,90.0,0.703125
2010,BUSTER,gemGrab,Minecart Madness,133,1.0,114.0,0.8571428571428571
2011,BUSTER,gemGrab,Hard Rock Mine,64,0.0,50.0,0.78125
2012,BUSTER,gemGrab,Gem Fort,172,0.0,114.0,0.6627906976744186
2013,BUSTER,gemGrab,Double Swoosh,250,0.0,186.0,0.744
2014,BUSTER,gemGrab,Deep Diner,179,0.0,144.0,0.8044692737430168
2015,BUSTER,gemGrab,Crystal Arcade,256,0.0,212.0,0.828125
2016,BUSTER,brawlBall,Super Beach,183,2.0,127.0,0.6939890710382514
2017,BUSTER,brawlBall,Sunny Soccer,335,5.0,241.0,0.7194029850746269
2018,BUSTER,brawlBall,Sneaky Fields,484,6.0,362.0,0.7479338842975206
2019,BUSTER,brawlBall,Pinhole Punt,458,2.0,316.0,0.6899563318777293
2020,BUSTER,brawlBall,Center Stage,783,5.0,589.0,0.7522349936143039
2021,BUSTER,brawlBall,Beach Ball,390,0.0,303.0,0.7769230769230769
2022,BUSTER,brawlBall,Backyard Bowl,76,1.0,55.0,0.7236842105263158
2023,BUSTER,bounty,Temple Ruins,2,0.0,1.0,0.5
2024,BUSTER,bounty,Shooting Star,5,0.0,4.0,0.8
2025,BUSTER,bounty,Layer Cake,27,0.0,16.0,0.5925925925925926
2026,BUSTER,bounty,Hideout,14,0.0,7.0,0.5
2027,BUSTER,bounty,Excel,4,0.0,3.0,0.75
2028,BUSTER,bounty,Dry Season,11,0.0,7.0,0.6363636363636364
2029,BUSTER,bounty,Canal Grande,12,0.0,7.0,0.5833333333333334
2030,BULL,knockout,X Marks the Spot,2,0.0,1.0,0.5
2031,BULL,knockout,Riverside,5,0.0,3.0,0.6
2032,BULL,knockout,Out in the Open,1,0.0,1.0,1.0
2033,BULL,knockout,Flaring Phoenix,1,0.0,1.0,1.0
2034,BULL,hotZone,Split,38,0.0,24.0,0.631578947368421
2035,BULL,hotZone,Ring of Fire,2,0.0,2.0,1.0
2036,BULL,hotZone,Quarter Pounder,4,0.0,3.0,0.75
2037,BULL,hotZone,Parallel Plays,6,0.0,5.0,0.8333333333333334
2038,BULL,hotZone,Open Zone,1,0.0,1.0,1.0
2039,BULL,hotZone,Dueling Beetles,4,0.0,4.0,1.0
2040,BULL,hotZone,Controller Chaos,6,0.0,5.0,0.8333333333333334
2041,BULL,heist,Tornado Ring,250,0.0,203.0,0.812
2042,BULL,heist,Snaked Assault,122,0.0,105.0,0.860655737704918
2043,BULL,heist,Safe Zone,5,0.0,3.0,0.6
2044,BULL,heist,Pit Stop,590,3.0,444.0,0.752542372881356
2045,BULL,heist,Kaboom Canyon,21,0.0,18.0,0.8571428571428571
2046,BULL,heist,Hot Potato,56,0.0,38.0,0.6785714285714286
2047,BULL,heist,Bridge Too Far,3,0.0,2.0,0.6666666666666666
2048,BULL,gemGrab,Undermine,4,0.0,3.0,0.75
2049,BULL,gemGrab,Minecart Madness,12,0.0,9.0,0.75
2050,BULL,gemGrab,Hard Rock Mine,11,0.0,7.0,0.6363636363636364
2051,BULL,gemGrab,Gem Fort,17,0.0,13.0,0.7647058823529411
2052,BULL,gemGrab,Double Swoosh,13,0.0,12.0,0.9230769230769231
2053,BULL,gemGrab,Deep Diner,11,0.0,10.0,0.9090909090909091
2054,BULL,gemGrab,Crystal Arcade,13,0.0,8.0,0.6153846153846154
2055,BULL,brawlBall,Super Beach,34,0.0,25.0,0.7352941176470589
2056,BULL,brawlBall,Sunny Soccer,49,0.0,37.0,0.7551020408163265
2057,BULL,brawlBall,Sneaky Fields,247,2.0,181.0,0.7327935222672065
2058,BULL,brawlBall,Pinhole Punt,66,0.0,51.0,0.7727272727272727
2059,BULL,brawlBall,Center Stage,208,1.0,156.0,0.75
2060,BULL,brawlBall,Beach Ball,44,0.0,33.0,0.75
2061,BULL,brawlBall,Backyard Bowl,22,0.0,15.0,0.6818181818181818
2062,BULL,bounty,Layer Cake,7,0.0,5.0,0.7142857142857143
2063,BULL,bounty,Hideout,3,0.0,1.0,0.3333333333333333
2064,BULL,bounty,Dry Season,3,0.0,2.0,0.6666666666666666
2065,BULL,bounty,Canal Grande,1,0.0,1.0,1.0
2066,BROCK,knockout,X Marks the Spot,177,0.0,148.0,0.8361581920903954
2067,BROCK,knockout,Riverside,158,0.0,128.0,0.810126582278481
2068,BROCK,knockout,Out in the Open,263,0.0,189.0,0.7186311787072244
2069,BROCK,knockout,New Perspective,45,0.0,35.0,0.7777777777777778
2070,BROCK,knockout,Goldarm Gulch,71,0.0,54.0,0.7605633802816901
2071,BROCK,knockout,Flaring Phoenix,33,0.0,28.0,0.8484848484848485
2072,BROCK,knockout,Belle`s Rock,146,0.0,108.0,0.7397260273972602
2073,BROCK,hotZone,Split,13,0.0,13.0,1.0
2074,BROCK,hotZone,Ring of Fire,7,0.0,7.0,1.0
2075,BROCK,hotZone,Quarter Pounder,10,0.0,10.0,1.0
2076,BROCK,hotZone,Parallel Plays,3,0.0,3.0,1.0
2077,BROCK,hotZone,Open Zone,8,0.0,8.0,1.0
2078,BROCK,hotZone,Dueling Beetles,30,0.0,25.0,0.8333333333333334
2079,BROCK,hotZone,Controller Chaos,14,0.0,14.0,1.0
2080,BROCK,heist,Tornado Ring,26,0.0,23.0,0.8846153846153846
2081,BROCK,heist,Snaked Assault,48,0.0,39.0,0.8125
2082,BROCK,heist,Safe Zone,113,0.0,88.0,0.7787610619469026
2083,BROCK,heist,Pit Stop,16,0.0,13.0,0.8125
2084,BROCK,heist,Kaboom Canyon,284,0.0,233.0,0.8204225352112676
2085,BROCK,heist,Hot Potato,5,0.0,4.0,0.8
2086,BROCK,heist,Bridge Too Far,53,0.0,31.0,0.5849056603773585
2087,BROCK,gemGrab,Undermine,17,0.0,12.0,0.7058823529411765
2088,BROCK,gemGrab,Minecart Madness,73,0.0,63.0,0.863013698630137
2089,BROCK,gemGrab,Hard Rock Mine,8,0.0,7.0,0.875
2090,BROCK,gemGrab,Gem Fort,8,0.0,5.0,0.625
2091,BROCK,gemGrab,Double Swoosh,29,0.0,19.0,0.6551724137931034
2092,BROCK,gemGrab,Deep Diner,58,0.0,46.0,0.7931034482758621
2093,BROCK,gemGrab,Crystal Arcade,74,0.0,62.0,0.8378378378378378
2094,BROCK,brawlBall,Super Beach,22,0.0,19.0,0.8636363636363636
2095,BROCK,brawlBall,Sunny Soccer,33,0.0,29.0,0.8787878787878788
2096,BROCK,brawlBall,Sneaky Fields,17,0.0,12.0,0.7058823529411765
2097,BROCK,brawlBall,Pinhole Punt,49,3.0,34.0,0.6938775510204082
2098,BROCK,brawlBall,Center Stage,53,0.0,39.0,0.7358490566037735
2099,BROCK,brawlBall,Beach Ball,57,0.0,44.0,0.7719298245614035
2100,BROCK,brawlBall,Backyard Bowl,204,4.0,147.0,0.7205882352941176
2101,BROCK,bounty,Temple Ruins,3,0.0,3.0,1.0
2102,BROCK,bounty,Shooting Star,350,0.0,271.0,0.7742857142857142
2103,BROCK,bounty,Layer Cake,88,0.0,68.0,0.7727272727272727
2104,BROCK,bounty,Hideout,262,0.0,209.0,0.7977099236641222
2105,BROCK,bounty,Excel,7,0.0,6.0,0.8571428571428571
2106,BROCK,bounty,Dry Season,179,0.0,146.0,0.8156424581005587
2107,BROCK,bounty,Canal Grande,5,0.0,3.0,0.6
2108,BONNIE,knockout,X Marks the Spot,25,0.0,16.0,0.64
2109,BONNIE,knockout,Riverside,72,0.0,58.0,0.8055555555555556
2110,BONNIE,knockout,Out in the Open,49,0.0,41.0,0.8367346938775511
2111,BONNIE,knockout,New Perspective,11,0.0,10.0,0.9090909090909091
2112,BONNIE,knockout,Goldarm Gulch,6,0.0,3.0,0.5
2113,BONNIE,knockout,Belle`s Rock,55,0.0,32.0,0.5818181818181818
2114,BONNIE,hotZone,Split,2,0.0,2.0,1.0
2115,BONNIE,hotZone,Ring of Fire,4,0.0,2.0,0.5
2116,BONNIE,hotZone,Quarter Pounder,7,0.0,7.0,1.0
2117,BONNIE,hotZone,Parallel Plays,4,0.0,4.0,1.0
2118,BONNIE,hotZone,Open Zone,10,0.0,10.0,1.0
2119,BONNIE,hotZone,Dueling Beetles,11,0.0,11.0,1.0
2120,BONNIE,hotZone,Controller Chaos,3,0.0,2.0,0.6666666666666666
2121,BONNIE,heist,Tornado Ring,3,0.0,3.0,1.0
2122,BONNIE,heist,Snaked Assault,3,0.0,3.0,1.0
2123,BONNIE,heist,Safe Zone,57,0.0,49.0,0.8596491228070176
2124,BONNIE,heist,Pit Stop,4,0.0,2.0,0.5
2125,BONNIE,heist,Kaboom Canyon,24,0.0,17.0,0.7083333333333334
2126,BONNIE,heist,Bridge Too Far,18,0.0,13.0,0.7222222222222222
2127,BONNIE,gemGrab,Undermine,3,0.0,1.0,0.3333333333333333
2128,BONNIE,gemGrab,Minecart Madness,74,0.0,67.0,0.9054054054054054
2129,BONNIE,gemGrab,Hard Rock Mine,7,0.0,5.0,0.7142857142857143
2130,BONNIE,gemGrab,Gem Fort,2,0.0,2.0,1.0
2131,BONNIE,gemGrab,Double Swoosh,11,0.0,9.0,0.8181818181818182
2132,BONNIE,gemGrab,Deep Diner,7,0.0,5.0,0.7142857142857143
2133,BONNIE,gemGrab,Crystal Arcade,16,0.0,13.0,0.8125
2134,BONNIE,brawlBall,Super Beach,16,1.0,8.0,0.5
2135,BONNIE,brawlBall,Sunny Soccer,2,0.0,0.0,0.0
2136,BONNIE,brawlBall,Sneaky Fields,29,0.0,21.0,0.7241379310344828
2137,BONNIE,brawlBall,Pinhole Punt,44,0.0,32.0,0.7272727272727273
2138,BONNIE,brawlBall,Center Stage,10,0.0,8.0,0.8
2139,BONNIE,brawlBall,Beach Ball,22,0.0,18.0,0.8181818181818182
2140,BONNIE,brawlBall,Backyard Bowl,75,2.0,57.0,0.76
2141,BONNIE,bounty,Shooting Star,49,0.0,32.0,0.6530612244897959
2142,BONNIE,bounty,Layer Cake,14,0.0,8.0,0.5714285714285714
2143,BONNIE,bounty,Hideout,121,0.0,94.0,0.7768595041322314
2144,BONNIE,bounty,Dry Season,35,0.0,28.0,0.8
2145,BO,knockout,X Marks the Spot,235,0.0,179.0,0.7617021276595745
2146,BO,knockout,Riverside,14,0.0,11.0,0.7857142857142857
2147,BO,knockout,Out in the Open,419,3.0,281.0,0.6706443914081146
2148,BO,knockout,New Perspective,170,0.0,121.0,0.711764705882353
2149,BO,knockout,Goldarm Gulch,108,0.0,73.0,0.6759259259259259
2150,BO,knockout,Flaring Phoenix,160,0.0,106.0,0.6625
2151,BO,knockout,Belle`s Rock,79,0.0,62.0,0.7848101265822784
2152,BO,hotZone,Split,21,0.0,20.0,0.9523809523809523
2153,BO,hotZone,Ring of Fire,152,0.0,124.0,0.8157894736842105
2154,BO,hotZone,Quarter Pounder,72,0.0,63.0,0.875
2155,BO,hotZone,Parallel Plays,21,0.0,19.0,0.9047619047619048
2156,BO,hotZone,Open Zone,83,0.0,69.0,0.8313253012048193
2157,BO,hotZone,Dueling Beetles,148,0.0,122.0,0.8243243243243243
2158,BO,hotZone,Controller Chaos,52,0.0,49.0,0.9423076923076923
2159,BO,heist,Tornado Ring,22,0.0,20.0,0.9090909090909091
2160,BO,heist,Snaked Assault,14,0.0,14.0,1.0
2161,BO,heist,Safe Zone,38,0.0,30.0,0.7894736842105263
2162,BO,heist,Pit Stop,6,1.0,5.0,0.8333333333333334
2163,BO,heist,Kaboom Canyon,24,0.0,23.0,0.9583333333333334
2164,BO,heist,Hot Potato,6,0.0,6.0,1.0
2165,BO,heist,Bridge Too Far,5,0.0,3.0,0.6
2166,BO,gemGrab,Undermine,157,0.0,124.0,0.7898089171974523
2167,BO,gemGrab,Minecart Madness,310,0.0,265.0,0.8548387096774194
2168,BO,gemGrab,Hard Rock Mine,50,0.0,39.0,0.78
2169,BO,gemGrab,Gem Fort,58,0.0,43.0,0.7413793103448276
2170,BO,gemGrab,Double Swoosh,182,0.0,135.0,0.7417582417582418
2171,BO,gemGrab,Deep Diner,181,0.0,143.0,0.7900552486187845
2172,BO,gemGrab,Crystal Arcade,98,0.0,80.0,0.8163265306122449
2173,BO,brawlBall,Super Beach,44,0.0,33.0,0.75
2174,BO,brawlBall,Sunny Soccer,14,0.0,9.0,0.6428571428571429
2175,BO,brawlBall,Sneaky Fields,59,1.0,49.0,0.8305084745762712
2176,BO,brawlBall,Pinhole Punt,146,2.0,109.0,0.7465753424657534
2177,BO,brawlBall,Center Stage,41,1.0,28.0,0.6829268292682927
2178,BO,brawlBall,Beach Ball,54,2.0,41.0,0.7592592592592593
2179,BO,brawlBall,Backyard Bowl,87,2.0,63.0,0.7241379310344828
2180,BO,bounty,Temple Ruins,3,0.0,3.0,1.0
2181,BO,bounty,Shooting Star,48,0.0,42.0,0.875
2182,BO,bounty,Layer Cake,65,0.0,48.0,0.7384615384615385
2183,BO,bounty,Hideout,55,0.0,48.0,0.8727272727272727
2184,BO,bounty,Excel,9,0.0,7.0,0.7777777777777778
2185,BO,bounty,Dry Season,60,0.0,46.0,0.7666666666666667
2186,BIBI,knockout,X Marks the Spot,7,0.0,6.0,0.8571428571428571
2187,BIBI,knockout,Riverside,1,0.0,1.0,1.0
2188,BIBI,knockout,Out in the Open,1,0.0,1.0,1.0
2189,BIBI,knockout,New Perspective,2,0.0,2.0,1.0
2190,BIBI,knockout,Goldarm Gulch,4,0.0,4.0,1.0
2191,BIBI,knockout,Belle`s Rock,19,0.0,14.0,0.7368421052631579
2192,BIBI,hotZone,Split,174,0.0,138.0,0.7931034482758621
2193,BIBI,hotZone,Ring of Fire,7,0.0,5.0,0.7142857142857143
2194,BIBI,hotZone,Quarter Pounder,34,0.0,26.0,0.7647058823529411
2195,BIBI,hotZone,Parallel Plays,49,0.0,42.0,0.8571428571428571
2196,BIBI,hotZone,Open Zone,5,0.0,5.0,1.0
2197,BIBI,hotZone,Dueling Beetles,32,0.0,26.0,0.8125
2198,BIBI,hotZone,Controller Chaos,94,0.0,82.0,0.8723404255319149
2199,BIBI,heist,Tornado Ring,365,2.0,298.0,0.8164383561643835
2200,BIBI,heist,Snaked Assault,243,0.0,210.0,0.8641975308641975
2201,BIBI,heist,Safe Zone,12,0.0,9.0,0.75
2202,BIBI,heist,Pit Stop,560,0.0,414.0,0.7392857142857143
2203,BIBI,heist,Kaboom Canyon,32,0.0,24.0,0.75
2204,BIBI,heist,Hot Potato,67,0.0,54.0,0.8059701492537313
2205,BIBI,heist,Bridge Too Far,3,0.0,3.0,1.0
2206,BIBI,gemGrab,Undermine,14,0.0,11.0,0.7857142857142857
2207,BIBI,gemGrab,Minecart Madness,28,0.0,27.0,0.9642857142857143
2208,BIBI,gemGrab,Hard Rock Mine,10,0.0,7.0,0.7
2209,BIBI,gemGrab,Gem Fort,6,0.0,5.0,0.8333333333333334
2210,BIBI,gemGrab,Double Swoosh,13,0.0,10.0,0.7692307692307693
2211,BIBI,gemGrab,Deep Diner,36,0.0,31.0,0.8611111111111112
2212,BIBI,gemGrab,Crystal Arcade,30,0.0,25.0,0.8333333333333334
2213,BIBI,brawlBall,Super Beach,141,2.0,94.0,0.6666666666666666
2214,BIBI,brawlBall,Sunny Soccer,192,2.0,138.0,0.71875
2215,BIBI,brawlBall,Sneaky Fields,206,1.0,150.0,0.7281553398058253
2216,BIBI,brawlBall,Pinhole Punt,223,1.0,170.0,0.7623318385650224
2217,BIBI,brawlBall,Center Stage,231,2.0,167.0,0.7229437229437229
2218,BIBI,brawlBall,Beach Ball,242,4.0,184.0,0.7603305785123967
2219,BIBI,brawlBall,Backyard Bowl,85,0.0,62.0,0.7294117647058823
2220,BIBI,bounty,Temple Ruins,1,0.0,1.0,1.0
2221,BIBI,bounty,Shooting Star,10,0.0,6.0,0.6
2222,BIBI,bounty,Layer Cake,6,0.0,6.0,1.0
2223,BIBI,bounty,Hideout,7,0.0,5.0,0.7142857142857143
2224,BIBI,bounty,Excel,6,0.0,6.0,1.0
2225,BIBI,bounty,Dry Season,6,0.0,6.0,1.0
2226,BIBI,bounty,Canal Grande,1,0.0,1.0,1.0
2227,BELLE,knockout,X Marks the Spot,87,0.0,67.0,0.7701149425287356
2228,BELLE,knockout,Riverside,110,0.0,83.0,0.7545454545454545
2229,BELLE,knockout,Out in the Open,141,0.0,102.0,0.723404255319149
2230,BELLE,knockout,New Perspective,37,0.0,37.0,1.0
2231,BELLE,knockout,Goldarm Gulch,12,0.0,10.0,0.8333333333333334
2232,BELLE,knockout,Flaring Phoenix,5,0.0,4.0,0.8
2233,BELLE,knockout,Belle`s Rock,103,0.0,76.0,0.7378640776699029
2234,BELLE,hotZone,Split,3,0.0,3.0,1.0
2235,BELLE,hotZone,Ring of Fire,52,0.0,48.0,0.9230769230769231
2236,BELLE,hotZone,Quarter Pounder,20,0.0,18.0,0.9
2237,BELLE,hotZone,Parallel Plays,5,0.0,3.0,0.6
2238,BELLE,hotZone,Open Zone,15,0.0,12.0,0.8
2239,BELLE,hotZone,Dueling Beetles,46,0.0,37.0,0.8043478260869565
2240,BELLE,hotZone,Controller Chaos,2,0.0,0.0,0.0
2241,BELLE,heist,Tornado Ring,15,0.0,13.0,0.8666666666666667
2242,BELLE,heist,Snaked Assault,3,0.0,3.0,1.0
2243,BELLE,heist,Safe Zone,44,0.0,34.0,0.7727272727272727
2244,BELLE,heist,Kaboom Canyon,42,0.0,30.0,0.7142857142857143
2245,BELLE,heist,Bridge Too Far,57,0.0,41.0,0.7192982456140351
2246,BELLE,gemGrab,Undermine,38,0.0,28.0,0.7368421052631579
2247,BELLE,gemGrab,Minecart Madness,103,0.0,70.0,0.6796116504854369
2248,BELLE,gemGrab,Hard Rock Mine,26,0.0,19.0,0.7307692307692307
2249,BELLE,gemGrab,Gem Fort,5,0.0,4.0,0.8
2250,BELLE,gemGrab,Double Swoosh,8,0.0,7.0,0.875
2251,BELLE,gemGrab,Deep Diner,56,0.0,44.0,0.7857142857142857
2252,BELLE,gemGrab,Crystal Arcade,45,0.0,38.0,0.8444444444444444
2253,BELLE,brawlBall,Super Beach,31,2.0,20.0,0.6451612903225806
2254,BELLE,brawlBall,Sunny Soccer,5,0.0,3.0,0.6
2255,BELLE,brawlBall,Sneaky Fields,13,0.0,11.0,0.8461538461538461
2256,BELLE,brawlBall,Pinhole Punt,93,0.0,69.0,0.7419354838709677
2257,BELLE,brawlBall,Center Stage,19,0.0,13.0,0.6842105263157895
2258,BELLE,brawlBall,Beach Ball,28,0.0,20.0,0.7142857142857143
2259,BELLE,brawlBall,Backyard Bowl,149,0.0,118.0,0.7919463087248322
2260,BELLE,bounty,Temple Ruins,1,0.0,0.0,0.0
2261,BELLE,bounty,Shooting Star,233,0.0,188.0,0.8068669527896996
2262,BELLE,bounty,Layer Cake,49,0.0,30.0,0.6122448979591837
2263,BELLE,bounty,Hideout,234,0.0,175.0,0.7478632478632479
2264,BELLE,bounty,Excel,2,0.0,2.0,1.0
2265,BELLE,bounty,Dry Season,136,0.0,105.0,0.7720588235294118
2266,BEA,knockout,X Marks the Spot,42,0.0,32.0,0.7619047619047619
2267,BEA,knockout,Riverside,106,0.0,78.0,0.7358490566037735
2268,BEA,knockout,Out in the Open,93,0.0,62.0,0.6666666666666666
2269,BEA,knockout,New Perspective,18,0.0,12.0,0.6666666666666666
2270,BEA,knockout,Goldarm Gulch,2,0.0,2.0,1.0
2271,BEA,knockout,Flaring Phoenix,6,0.0,6.0,1.0
2272,BEA,knockout,Belle`s Rock,23,0.0,15.0,0.6521739130434783
2273,BEA,hotZone,Split,80,0.0,66.0,0.825
2274,BEA,hotZone,Ring of Fire,115,0.0,86.0,0.7478260869565218
2275,BEA,hotZone,Quarter Pounder,325,2.0,248.0,0.7630769230769231
2276,BEA,hotZone,Parallel Plays,70,0.0,59.0,0.8428571428571429
2277,BEA,hotZone,Open Zone,162,0.0,129.0,0.7962962962962963
2278,BEA,hotZone,Dueling Beetles,144,0.0,113.0,0.7847222222222222
2279,BEA,hotZone,Controller Chaos,293,0.0,236.0,0.8054607508532423
2280,BEA,heist,Tornado Ring,116,0.0,93.0,0.8017241379310345
2281,BEA,heist,Snaked Assault,141,0.0,109.0,0.7730496453900709
2282,BEA,heist,Safe Zone,36,0.0,22.0,0.6111111111111112
2283,BEA,heist,Pit Stop,71,0.0,58.0,0.8169014084507042
2284,BEA,heist,Kaboom Canyon,98,0.0,78.0,0.7959183673469388
2285,BEA,heist,Hot Potato,1,0.0,1.0,1.0
2286,BEA,heist,Bridge Too Far,17,0.0,10.0,0.5882352941176471
2287,BEA,gemGrab,Undermine,83,0.0,60.0,0.7228915662650602
2288,BEA,gemGrab,Minecart Madness,145,0.0,114.0,0.7862068965517242
2289,BEA,gemGrab,Hard Rock Mine,44,0.0,33.0,0.75
2290,BEA,gemGrab,Gem Fort,42,0.0,30.0,0.7142857142857143
2291,BEA,gemGrab,Double Swoosh,95,0.0,77.0,0.8105263157894737
2292,BEA,gemGrab,Deep Diner,153,0.0,124.0,0.8104575163398693
2293,BEA,gemGrab,Crystal Arcade,172,0.0,138.0,0.8023255813953488
2294,BEA,brawlBall,Super Beach,309,5.0,217.0,0.7022653721682848
2295,BEA,brawlBall,Sunny Soccer,232,6.0,177.0,0.7629310344827587
2296,BEA,brawlBall,Sneaky Fields,795,7.0,587.0,0.7383647798742138
2297,BEA,brawlBall,Pinhole Punt,725,12.0,546.0,0.7531034482758621
2298,BEA,brawlBall,Center Stage,158,2.0,115.0,0.7278481012658228
2299,BEA,brawlBall,Beach Ball,398,1.0,315.0,0.7914572864321608
2300,BEA,brawlBall,Backyard Bowl,675,13.0,519.0,0.7688888888888888
2301,BEA,bounty,Temple Ruins,1,0.0,1.0,1.0
2302,BEA,bounty,Shooting Star,102,0.0,81.0,0.7941176470588235
2303,BEA,bounty,Layer Cake,13,0.0,8.0,0.6153846153846154
2304,BEA,bounty,Hideout,90,0.0,70.0,0.7777777777777778
2305,BEA,bounty,Excel,24,0.0,22.0,0.9166666666666666
2306,BEA,bounty,Dry Season,58,0.0,46.0,0.7931034482758621
2307,BEA,bounty,Canal Grande,1,0.0,1.0,1.0
2308,BARLEY,knockout,Belle`s Rock,2,0.0,2.0,1.0
2309,BARLEY,hotZone,Split,103,0.0,81.0,0.7864077669902912
2310,BARLEY,hotZone,Ring of Fire,1,0.0,1.0,1.0
2311,BARLEY,hotZone,Quarter Pounder,201,0.0,155.0,0.7711442786069652
2312,BARLEY,hotZone,Parallel Plays,152,2.0,130.0,0.8552631578947368
2313,BARLEY,hotZone,Dueling Beetles,28,0.0,25.0,0.8928571428571429
2314,BARLEY,hotZone,Controller Chaos,58,0.0,46.0,0.7931034482758621
2315,BARLEY,heist,Tornado Ring,11,0.0,8.0,0.7272727272727273
2316,BARLEY,heist,Snaked Assault,6,0.0,3.0,0.5
2317,BARLEY,heist,Pit Stop,185,0.0,154.0,0.8324324324324325
2318,BARLEY,heist,Kaboom Canyon,1,0.0,1.0,1.0
2319,BARLEY,heist,Hot Potato,17,0.0,13.0,0.7647058823529411
2320,BARLEY,gemGrab,Undermine,1,0.0,1.0,1.0
2321,BARLEY,gemGrab,Minecart Madness,3,0.0,3.0,1.0
2322,BARLEY,gemGrab,Hard Rock Mine,2,0.0,2.0,1.0
2323,BARLEY,gemGrab,Double Swoosh,1,0.0,1.0,1.0
2324,BARLEY,gemGrab,Deep Diner,162,0.0,134.0,0.8271604938271605
2325,BARLEY,gemGrab,Crystal Arcade,2,0.0,2.0,1.0
2326,BARLEY,brawlBall,Super Beach,98,1.0,68.0,0.6938775510204082
2327,BARLEY,brawlBall,Sunny Soccer,86,0.0,65.0,0.7558139534883721
2328,BARLEY,brawlBall,Sneaky Fields,22,0.0,17.0,0.7727272727272727
2329,BARLEY,brawlBall,Beach Ball,25,0.0,18.0,0.72
2330,BARLEY,brawlBall,Backyard Bowl,1,0.0,0.0,0.0
2331,BARLEY,bounty,Layer Cake,3,0.0,3.0,1.0
2332,BARLEY,bounty,Hideout,3,0.0,1.0,0.3333333333333333
2333,BARLEY,bounty,Dry Season,1,0.0,1.0,1.0
2334,ASH,knockout,X Marks the Spot,4,0.0,3.0,0.75
2335,ASH,knockout,Out in the Open,1,0.0,1.0,1.0
2336,ASH,knockout,Goldarm Gulch,2,0.0,2.0,1.0
2337,ASH,knockout,Flaring Phoenix,1,0.0,1.0,1.0
2338,ASH,knockout,Belle`s Rock,5,0.0,4.0,0.8
2339,ASH,hotZone,Split,78,1.0,65.0,0.8333333333333334
2340,ASH,hotZone,Ring of Fire,14,0.0,11.0,0.7857142857142857
2341,ASH,hotZone,Quarter Pounder,13,0.0,10.0,0.7692307692307693
2342,ASH,hotZone,Parallel Plays,31,0.0,24.0,0.7741935483870968
2343,ASH,hotZone,Open Zone,1,0.0,0.0,0.0
2344,ASH,hotZone,Dueling Beetles,21,0.0,15.0,0.7142857142857143
2345,ASH,hotZone,Controller Chaos,151,0.0,127.0,0.8410596026490066
2346,ASH,heist,Tornado Ring,8,0.0,6.0,0.75
2347,ASH,heist,Snaked Assault,6,0.0,5.0,0.8333333333333334
2348,ASH,heist,Pit Stop,4,0.0,2.0,0.5
2349,ASH,heist,Kaboom Canyon,3,0.0,3.0,1.0
2350,ASH,gemGrab,Undermine,95,0.0,61.0,0.6421052631578947
2351,ASH,gemGrab,Minecart Madness,27,0.0,24.0,0.8888888888888888
2352,ASH,gemGrab,Hard Rock Mine,53,0.0,43.0,0.8113207547169812
2353,ASH,gemGrab,Gem Fort,91,0.0,66.0,0.7252747252747253
2354,ASH,gemGrab,Double Swoosh,139,0.0,100.0,0.7194244604316546
2355,ASH,gemGrab,Deep Diner,54,0.0,43.0,0.7962962962962963
2356,ASH,gemGrab,Crystal Arcade,164,0.0,133.0,0.8109756097560976
2357,ASH,brawlBall,Super Beach,85,2.0,52.0,0.611764705882353
2358,ASH,brawlBall,Sunny Soccer,117,1.0,84.0,0.717948717948718
2359,ASH,brawlBall,Sneaky Fields,577,6.0,422.0,0.7313691507798961
2360,ASH,brawlBall,Pinhole Punt,159,5.0,117.0,0.7358490566037735
2361,ASH,brawlBall,Center Stage,278,3.0,202.0,0.7266187050359713
2362,ASH,brawlBall,Beach Ball,129,1.0,102.0,0.7906976744186046
2363,ASH,brawlBall,Backyard Bowl,8,0.0,4.0,0.5
2364,ASH,bounty,Temple Ruins,1,0.0,0.0,0.0
2365,ASH,bounty,Shooting Star,2,0.0,2.0,1.0
2366,ASH,bounty,Layer Cake,30,0.0,23.0,0.7666666666666667
2367,ASH,bounty,Hideout,3,0.0,2.0,0.6666666666666666
2368,ASH,bounty,Dry Season,3,0.0,3.0,1.0
2369,AMBER,knockout,X Marks the Spot,2,0.0,2.0,1.0
2370,AMBER,knockout,Riverside,40,0.0,28.0,0.7
2371,AMBER,knockout,Out in the Open,3,0.0,3.0,1.0
2372,AMBER,knockout,New Perspective,1,0.0,1.0,1.0
2373,AMBER,knockout,Belle`s Rock,3,0.0,1.0,0.3333333333333333
2374,AMBER,hotZone,Split,29,0.0,27.0,0.9310344827586207
2375,AMBER,hotZone,Ring of Fire,36,0.0,29.0,0.8055555555555556
2376,AMBER,hotZone,Quarter Pounder,27,0.0,22.0,0.8148148148148148
2377,AMBER,hotZone,Parallel Plays,27,0.0,20.0,0.7407407407407407
2378,AMBER,hotZone,Open Zone,69,0.0,56.0,0.8115942028985508
2379,AMBER,hotZone,Dueling Beetles,37,0.0,28.0,0.7567567567567568
2380,AMBER,hotZone,Controller Chaos,61,0.0,50.0,0.819672131147541
2381,AMBER,heist,Tornado Ring,5,0.0,4.0,0.8
2382,AMBER,heist,Snaked Assault,21,0.0,13.0,0.6190476190476191
2383,AMBER,heist,Safe Zone,3,0.0,3.0,1.0
